instant,season,yr,mnth,hr,temp,atemp,hum,windspeed,casual,cnt,Noise
4179,3,0,6,0,0.66,0.6061,0.78,0.1343,5,30,0
853,1,0,2,23,0.3,0.3333,0.81,0,6,25,0
862,3,0,8,24,0.85,0.69,0.33,0.71,187,684,1
7063,4,0,10,21,0.52,0.5,0.77,0,17,157,0
13745,1,0,10,24,0.54,0.11,0.76,0.13,74,434,1
6593,4,0,10,6,0.42,0.4242,0.88,0,3,87,0
12087,0,0,12,25,0.77,0.76,0.6,0.1,31,873,1
10153,1,1,3,2,0.36,0.3485,0.4,0.1642,14,80,0
16307,4,1,11,4,0.24,0.2273,0.7,0.194,1,7,0
10630,2,1,3,0,0.58,0.5455,0.68,0,45,156,0
11578,2,1,5,14,0.62,0.6061,0.69,0.0896,51,240,0
8775,1,1,1,10,0.26,0.2576,0.65,0.194,14,116,0
6038,3,0,9,3,0.6,0.5455,0.88,0.1343,1,8,0
16064,4,1,11,0,0.3,0.2879,0.56,0.2836,49,283,0
13714,0,0,8,25,0.75,0.54,0.14,0.06,36,469,1
592,1,0,1,20,0.18,0.2121,0.74,0.0896,4,59,0
14791,3,1,9,11,0.66,0.6212,0.5,0.1642,71,254,0
4528,3,0,7,13,0.86,0.803,0.47,0.2239,32,136,0
3400,2,0,5,13,0.82,0.7727,0.52,0.2836,52,197,0
6229,3,0,9,2,0.6,0.5152,0.94,0.1045,2,10,0
9480,1,1,2,21,0.24,0.2424,0.93,0.1343,4,78,0
4334,3,0,7,11,0.76,0.697,0.55,0.0896,177,349,0
10441,1,1,3,3,0.4,0.4091,0.87,0.2836,0,3,0
14613,3,1,9,1,0.7,0.6667,0.84,0,2,18,0
9635,1,1,2,9,0.22,0.2424,0.93,0.1045,5,90,0
16988,4,1,12,14,0.4,0.4091,0.5,0.1642,92,426,0
851,2,0,1,12,0.07,0.9,0.04,0.41,275,756,1
1983,3,2,11,18,0.67,0.07,0.19,0.28,66,842,1
8627,1,0,12,5,0.36,0.3485,0.76,0.2239,1,1,0
612,1,0,1,17,0.24,0.2424,0.75,0.1343,2,149,0
3011,2,0,5,8,0.5,0.4848,0.51,0.1045,28,425,0
7070,3,0,10,14,0.19,0.85,0.25,0.68,164,148,1
2759,2,0,4,20,0.48,0.4697,0.48,0.2239,34,194,0
16031,4,2,11,15,0.77,0.4,0.87,0.88,186,106,1
4233,1,1,8,10,0.11,0.78,0.23,0.28,205,952,1
5840,5,0,8,12,0.2,1.05,0.3,0.73,307,140,1
12860,3,1,6,0,0.72,0.6818,0.62,0.2537,31,68,0
11763,3,2,7,1,0.88,0.14,0.43,0.84,305,691,1
5641,3,0,8,11,0.7,0.6515,0.58,0.3881,59,237,0
16937,4,1,12,11,0.34,0.3182,0.42,0.2537,25,189,0
4675,3,1,3,15,0.73,0.51,1.0,0.67,41,573,1
6756,4,0,10,1,0.58,0.5455,0.94,0.1343,8,24,0
4091,3,0,6,8,0.7,0.6667,0.74,0.2239,27,466,0
16504,4,1,11,9,0.24,0.2273,0.48,0.2239,13,96,0
11157,5,1,11,5,0.54,0.75,0.76,0.35,269,673,1
16184,3,2,9,17,0.08,0.07,0.39,0.26,140,134,1
11715,2,1,5,7,0.52,0.5,0.72,0.2836,21,463,0
5160,3,0,8,21,0.72,0.7121,0.84,0.1045,36,136,0
15498,2,1,12,13,0.57,0.49,0.44,0.66,240,637,1
5109,4,0,11,23,0.44,0.59,1.02,0.12,280,350,1
15472,5,0,4,2,0.51,0.61,0.83,0.2,161,959,1
14854,0,2,8,23,0.74,0.21,0.9,0.63,355,329,1
