instant,season,yr,mnth,hr,temp,atemp,hum,windspeed,casual,cnt,Noise
625,1,0,1,7,0.16,0.1818,0.59,0.1045,1,5,0
11733,4,0,1,24,0.9,0.43,0.51,0.6,181,309,1
3049,2,0,5,22,0.5,0.4848,0.72,0.2537,12,146,0
5281,5,1,13,18,0.94,0.75,0.22,0.28,109,125,1
12117,2,1,5,1,0.62,0.5758,0.83,0.0896,8,42,0
10091,0,1,6,12,0.6,0.76,0.86,0.05,259,348,1
15565,4,1,10,17,0.56,0.5303,0.64,0.2537,96,766,0
7018,4,0,10,0,0.44,0.4394,0.77,0.1343,4,30,0
11027,2,1,4,14,0.56,0.5303,0.28,0.5522,66,218,0
3576,2,0,6,21,0.66,0.6212,0.31,0.194,33,248,0
531,1,0,1,6,0.02,0.0758,0.48,0.0896,0,15,0
6558,4,0,10,19,0.58,0.5455,0.56,0.1343,40,374,0
382,1,0,1,9,0.16,0.1515,0.47,0.2239,8,47,0
13848,4,2,8,13,0.43,0.21,0.89,0.34,16,313,1
17244,3,1,10,23,1.02,0.69,0.46,0.82,333,866,1
12774,4,1,5,25,0.24,0.7,1.0,0.54,37,734,1
12355,2,1,6,23,0.58,0.5455,0.53,0.1045,26,108,0
6124,3,0,9,17,0.52,0.5,0.72,0.2239,141,359,0
8718,4,0,3,6,1.02,0.34,0.03,0.75,386,276,1
8874,1,1,11,23,0.42,0.22,0.28,0.45,247,280,1
11585,5,2,1,10,0.85,0.66,0.66,0.07,287,235,1
13395,3,1,7,7,0.74,0.697,0.7,0,26,526,0
4033,3,0,6,22,0.7,0.6667,0.79,0.1045,12,109,0
8489,3,0,0,3,0.88,0.31,0.36,0.12,268,775,1
6541,4,0,10,2,0.46,0.4545,0.82,0.1642,1,3,0
17196,0,0,2,18,0.1,0.23,0.02,0.24,25,256,1
1065,1,0,2,2,0.34,0.3182,0.53,0.2239,2,6,0
9874,4,0,9,6,0.34,0.33,0.16,0.68,56,839,1
4150,3,0,6,19,0.72,0.6667,0.48,0.1343,89,317,0
14306,3,1,8,6,0.62,0.5758,0.83,0,9,151,0
5412,3,0,8,9,0.72,0.6818,0.66,0.2537,42,228,0
5368,3,0,8,13,0.76,0.6818,0.48,0.2985,45,192,0
13902,3,1,8,10,0.74,0.697,0.7,0.1343,89,250,0
16652,4,1,12,14,0.36,0.3788,0.71,0,110,479,0
9931,1,2,13,3,0.25,0.74,0.29,0.28,252,742,1
16035,4,1,11,19,0.32,0.3182,0.49,0.1642,11,372,0
6406,1,1,7,13,0.99,0.21,0.67,0.21,256,563,1
6878,4,0,10,4,0.5,0.4848,0.94,0.194,0,3,0
5055,5,0,3,23,0.8,0.13,0.85,0.15,277,256,1
11812,0,0,11,0,0.15,0.45,0.27,0.87,12,330,1
3130,2,0,5,7,0.52,0.5,1,0.1343,4,42,0
3521,5,1,0,11,0.86,0.18,0.39,0.58,114,546,1
2351,2,0,2,15,0.23,0.28,0.73,0.3,327,9,1
1008,4,2,3,1,0.5,0.6,0.04,0.66,225,78,1
8601,1,0,12,3,0.24,0.2576,0.7,0.1045,0,6,0
1134,1,0,2,23,0.28,0.2424,0.33,0.4478,4,29,0
10301,2,1,3,3,0.93,0.68,0.23,0.56,219,27,1
11848,2,1,5,20,0.66,0.6212,0.5,0.2836,67,230,0
3916,2,0,6,1,0.56,0.5303,0.94,0.1343,4,23,0
4501,3,0,7,10,0.8,0.7576,0.55,0.3582,44,117,0
13873,3,1,8,5,0.7,0.6667,0.79,0.194,2,25,0
13431,3,1,7,19,0.76,0.7121,0.62,0.1045,78,516,0
5850,3,0,9,5,0.54,0.5152,0.88,0.3582,1,21,0
5759,3,0,9,9,0.62,0.5758,0.83,0.1045,30,220,0
14823,3,2,10,23,0.39,0.5,0.2,0.63,346,477,1
10358,2,1,9,25,0.02,0.75,0.95,0.53,61,942,1
11506,2,1,4,14,0.54,0.5152,0.34,0,281,653,0
595,4,1,13,10,1.01,1.02,0.43,0.82,292,581,1
10828,0,0,2,17,0.65,0.65,0.38,0.51,49,696,1
2719,2,0,4,4,0.62,0.5758,0.83,0.4179,4,9,0
6150,4,0,4,4,0.45,0.31,0.26,0.76,64,50,1
10498,1,1,3,12,0.44,0.4394,0.88,0.1343,222,503,0
9619,1,1,11,23,0.52,0.51,0.84,0.67,52,511,1
6025,3,0,9,14,0.74,0.6667,0.51,0.3284,51,190,0
9129,1,1,1,6,0.16,0.1667,0.93,0.1642,0,1,0
2847,2,0,5,12,0.68,0.6364,0.61,0.4925,48,217,0
15818,4,1,10,6,0.52,0.5,0.88,0.0896,2,144,0
3306,4,0,11,12,0.24,1.02,0.3,0.29,322,274,1
11579,2,1,5,15,0.64,0.6061,0.65,0.194,52,256,0
10047,0,2,5,16,0.26,0.81,0.88,0.21,120,913,1
8492,1,0,12,12,0.3,0.2727,0.75,0.2985,25,66,0
6053,1,0,1,22,0.6,0.67,0.5,0.07,10,853,1
13193,3,1,7,21,0.76,0.7273,0.7,0.1343,58,207,0
178,1,2,12,16,0.25,0.83,0.89,0.85,109,579,1
2941,0,2,11,9,0.59,0.44,0.84,0.21,235,81,1
6328,0,2,11,20,0.67,0.91,0.79,0.79,69,610,1
8591,5,2,13,23,0.3,0.72,0.45,0.78,137,1008,1
7758,4,0,11,20,0.36,0.3485,0.76,0.1642,14,31,0
3933,3,0,2,11,0.45,0.69,0.72,0.78,381,366,1
5405,2,0,10,0,0.13,0.23,0.81,0.83,141,944,1
7383,4,0,11,5,0.3,0.3333,0.87,0,0,28,0
10085,1,1,3,6,0.42,0.4242,0.94,0,2,109,0
3013,5,1,3,8,0.46,0.53,0.95,0.25,132,456,1
9623,1,1,2,21,0.32,0.3333,0.66,0.0896,14,122,0
10211,1,1,2,5,0.96,0.18,0.93,0.61,45,905,1
6824,4,0,10,21,0.54,0.5152,0.52,0.3881,14,102,0
4370,0,1,1,10,0.69,0.54,0.33,0.38,245,353,1
8517,2,0,9,15,0.37,0.95,0.14,0.37,346,410,1
1428,1,0,3,18,0.34,0.303,0.53,0.2985,15,187,0
11260,3,0,1,3,0.36,0.75,0.81,0.49,286,322,1
6289,2,0,13,8,0.57,0.13,0.32,0.36,363,203,1
5795,3,0,2,4,0.5,0.32,1.0,0.15,211,35,1
4854,3,0,11,15,0.81,0.62,0.99,0.18,153,508,1
7934,5,2,7,17,0.37,0.28,0.64,0.49,95,880,1
9493,1,1,2,10,0.26,0.2424,0.65,0.2836,10,148,0
3272,0,2,3,3,0.6,0.01,0.22,0.17,318,1007,1
16023,4,1,11,7,0.3,0.2879,0.49,0.2537,8,461,0
16230,4,1,11,23,0.26,0.2273,0.56,0.2985,6,84,0
2418,2,2,2,13,0.93,0.85,0.47,0.46,30,840,1
4835,5,0,12,9,0.11,0.75,0.54,0.32,154,858,1
3462,2,0,5,3,0.62,0.5606,0.88,0.1045,2,26,0
7606,3,2,12,17,0.39,0.96,0.06,0.86,45,111,1
9112,2,1,11,7,0.37,0.99,0.25,0.87,141,647,1
12729,3,2,5,2,0.82,0.17,0.82,0.79,13,467,1
4500,3,0,7,9,0.78,0.7424,0.59,0.2985,41,208,0
10635,2,1,3,5,0.52,0.5,0.83,0.1642,0,4,0
596,4,2,4,3,0.74,0.38,0.9,0.19,348,50,1
8541,4,1,10,15,0.71,0.34,0.21,0.37,172,138,1
512,1,0,1,10,0.14,0.1061,0.46,0.3881,7,58,0
10801,5,0,2,25,0.16,0.88,0.02,0.05,94,229,1
2717,2,2,8,20,0.23,0.21,0.6,0.57,305,607,1
17587,2,1,10,17,1.0,0.71,0.0,0.77,214,255,1
13781,3,1,8,9,0.76,0.7273,0.66,0.1045,31,343,0
8023,4,0,12,22,0.44,0.4394,0.88,0.1343,12,106,0
10899,2,1,4,6,0.42,0.4242,0.58,0,6,126,0
14788,3,1,9,8,0.56,0.5303,0.73,0,33,758,0
16488,4,1,11,17,0.26,0.2273,0.41,0.3881,29,126,0
8912,1,1,1,4,0.36,0.3485,0.93,0.194,0,2,0
12924,2,1,10,0,0.36,0.07,0.58,0.06,381,144,1
2753,2,0,4,14,0.6,0.6212,0.35,0.3284,58,248,0
5603,3,0,8,8,0.66,0.6061,0.83,0.1045,17,404,0
3576,4,0,2,22,0.69,0.27,1.01,0.22,381,589,1
2107,0,2,11,6,0.4,0.68,0.48,0.58,270,853,1
8486,1,0,12,6,0.2,0.2273,0.75,0.1045,0,1,0
8402,1,0,12,17,0.44,0.4394,1,0.3284,3,229,0
7512,4,0,11,14,0.62,0.6212,0.46,0.4478,47,185,0
314,1,0,1,13,0.22,0.197,0.37,0.3881,4,77,0
14006,3,1,8,18,0.7,0.6667,0.74,0.2985,107,300,0
4902,5,1,9,2,0.83,0.48,0.53,0.3,289,912,1
1154,1,0,2,20,0.34,0.3636,0.42,0,12,42,0
2548,2,0,4,1,0.52,0.5,0.45,0.2239,6,26,0
399,1,0,1,14,0.22,0.2273,0.8,0.1642,2,28,0
3196,2,0,5,1,0.54,0.5152,0.88,0.2537,3,12,0
12143,0,2,11,11,0.46,0.2,0.39,0.39,65,72,1
16960,4,1,12,10,0.26,0.2576,0.81,0.194,28,190,0
2538,2,0,4,15,0.76,0.6667,0.35,0.3582,32,145,0
12610,4,2,7,6,0.32,0.67,0.45,0.62,160,425,1
571,1,0,1,23,0.22,0.2273,0.64,0.1642,3,40,0
4276,3,0,7,1,0.66,0.6212,0.54,0,20,78,0
9249,5,0,8,24,0.55,0.85,0.28,0.34,282,928,1
9621,0,1,1,20,0.91,0.25,0.79,0.36,242,962,1
17673,1,0,1,4,0.45,0.31,0.14,0.73,361,520,1
10171,5,0,13,9,0.5,0.03,0.17,0.64,354,1007,1
6889,1,0,9,25,0.03,0.38,0.44,0.83,97,385,1
11537,5,0,3,20,0.26,0.04,0.85,0.35,57,138,1
12553,2,1,6,5,0.6,0.5455,0.88,0.1343,1,29,0
17191,1,1,12,1,0.22,0.2727,0.69,0,0,11,0
5074,3,0,8,7,0.68,0.6364,0.89,0.2985,11,282,0
12257,4,0,2,15,0.56,0.82,0.77,0.05,29,540,1
10874,2,1,10,2,0.89,0.92,0.3,0.48,179,578,1
1102,3,0,0,11,0.82,0.55,0.06,0.03,248,449,1
11486,2,2,6,24,0.82,0.04,0.26,0.53,198,692,1
8733,1,1,1,16,0.18,0.1667,0.4,0.2836,8,131,0
1427,5,2,7,17,0.29,0.53,0.46,0.46,282,513,1
10377,1,1,3,11,0.54,0.5152,0.73,0.2836,64,219,0
8426,1,0,12,17,0.44,0.4394,0.67,0.1642,24,356,0
2490,2,0,4,15,0.6,0.6212,0.43,0.194,64,176,0
3559,4,1,8,24,0.56,0.43,0.7,0.72,337,260,1
12378,2,1,6,22,0.56,0.5303,0.52,0.2836,41,168,0
7515,4,0,11,17,0.62,0.6212,0.46,0.2537,55,519,0
5041,5,1,12,16,0.1,0.4,0.93,0.06,17,489,1
3010,2,0,5,7,0.44,0.4394,0.62,0.1343,13,314,0
8101,4,2,2,2,0.19,0.03,0.78,0.61,282,111,1
2396,2,0,4,17,0.6,0.6061,0.28,0,50,388,0
5389,0,1,5,7,0.27,0.58,0.88,0.76,381,96,1
11969,2,1,5,21,0.6,0.6212,0.4,0,49,258,0
7994,2,0,11,1,0.83,0.02,0.77,0.64,214,994,1
6642,4,0,10,7,0.44,0.4394,0.86,0,18,44,0
1735,2,0,13,17,1.04,0.37,1.01,0.42,27,461,1
4542,3,1,2,10,0.34,0.97,0.34,0.89,178,473,1
13760,3,1,8,12,0.8,0.7424,0.49,0.1045,75,284,0
6141,3,0,9,10,0.5,0.4848,0.72,0.1642,82,260,0
