instant,season,yr,mnth,hr,temp,atemp,hum,windspeed,casual,cnt,Noise
8809,1,1,1,20,0.5,0.4848,0.39,0.2537,21,170,0
6228,3,0,9,1,0.6,0.5152,0.94,0.0896,5,11,0
11972,5,1,9,13,0.96,0.99,0.51,0.07,27,243,1
2593,2,0,9,20,0.47,0.03,0.47,0.71,314,1002,1
4455,5,2,11,10,0.25,0.52,0.22,0.47,2,742,1
5935,0,1,6,5,0.35,0.66,0.21,0.82,371,73,1
9093,1,1,1,18,0.26,0.2273,0.44,0.3284,16,361,0
10321,1,1,3,3,0.24,0.2424,0.6,0.1343,15,66,0
8545,3,2,10,7,0.06,0.34,0.66,0.77,195,450,1
1620,4,2,0,18,1.05,0.84,0.57,0.66,36,487,1
13745,0,2,0,17,0.12,1.03,0.63,0.48,333,874,1
972,0,0,12,22,0.52,0.33,0.62,0.82,5,310,1
11423,3,2,13,21,0.62,0.66,0.26,0.4,82,135,1
5902,4,1,4,13,0.68,0.25,0.46,0.24,354,641,1
10123,1,1,3,20,0.36,0.3485,0.87,0.194,7,100,0
3273,0,1,4,24,0.36,0.35,0.03,0.5,358,81,1
16680,2,2,7,19,0.07,0.31,1.02,0.36,210,602,1
11434,4,1,2,22,0.89,0.87,0.81,0.25,93,775,1
12932,3,1,6,0,0.66,0.6212,0.5,0.1045,2,54,0
8387,1,0,12,2,0.36,0.3788,0.71,0,0,4,0
4976,3,0,7,5,0.72,0.6818,0.69,0,4,8,0
2061,2,0,3,17,0.3,0.2879,0.87,0.2537,15,168,0
14370,5,1,13,13,0.7,0.78,0.27,0.31,124,942,1
16903,4,1,12,1,0.28,0.2727,0.61,0.2239,3,21,0
739,4,0,3,11,0.51,0.1,0.94,0.42,136,575,1
3460,2,0,5,1,0.62,0.5606,0.88,0.1642,17,66,0
3741,2,0,6,18,0.88,0.803,0.39,0.2836,52,466,0
8679,1,1,1,10,0.26,0.2424,0.35,0.2836,20,109,0
11717,5,1,7,18,0.28,0.79,1.03,0.26,88,274,1
10406,4,1,9,24,0.99,0.52,0.32,0.8,235,661,1
9998,1,1,2,14,0.34,0.3485,0.31,0,68,331,0
11055,2,2,0,4,0.43,1.03,0.88,0.86,201,882,1
9048,4,2,0,23,0.9,0.12,0.62,0.29,184,589,1
