instant,season,yr,mnth,hr,temp,atemp,hum,windspeed,casual,cnt,Noise
10265,1,1,3,18,0.62,0.6212,0.38,0.5522,45,590,0
15569,4,1,10,21,0.52,0.5,0.59,0.3284,16,206,0
16066,1,2,3,2,0.34,0.5,0.29,0.77,17,936,1
11279,3,0,8,5,0.27,0.11,0.69,0.63,253,784,1
840,1,0,2,10,0.24,0.2576,0.75,0.1045,6,55,0
2788,2,0,5,1,0.42,0.4242,0.69,0.1045,9,59,0
315,3,2,13,17,0.58,0.04,0.74,0.76,294,441,1
11515,2,1,4,23,0.48,0.4697,0.59,0,15,82,0
11872,0,2,13,11,0.84,0.24,0.56,0.85,120,446,1
13786,3,1,8,14,0.86,0.7879,0.41,0.1343,54,225,0
3504,2,0,5,21,0.74,0.697,0.7,0.1343,42,149,0
6293,4,0,9,18,0.64,0.5909,0.78,0.1045,157,400,0
9832,1,1,2,14,0.32,0.3182,0.45,0.194,48,237,0
6791,4,2,7,23,0.2,0.15,0.97,0.63,75,220,1
4532,3,0,7,17,0.88,0.8182,0.44,0.2836,48,428,0
15879,4,1,10,19,0.42,0.4242,0.94,0.3582,7,54,0
17199,1,1,12,10,0.26,0.303,0.65,0,21,103,0
5060,3,0,8,17,0.7,0.6667,0.79,0,47,425,0
5741,3,0,9,15,0.72,0.6667,0.51,0.1343,39,174,0
3357,2,0,5,18,0.7,0.6515,0.7,0.194,74,564,0
10175,3,1,4,6,0.07,1.02,0.42,0.54,368,201,1
15589,4,1,10,17,0.52,0.5,0.39,0.194,104,943,0
2948,2,0,5,17,0.58,0.5455,0.4,0.2239,138,354,0
6916,4,0,10,18,0.46,0.4545,0.51,0.2985,39,469,0
16537,3,2,4,15,0.93,0.02,0.76,0.69,207,720,1
16219,1,2,13,11,0.56,0.6,0.25,0.87,73,197,1
12387,2,1,6,7,0.48,0.4697,0.77,0.2985,29,569,0
3547,0,0,8,19,0.72,0.25,0.7,0.52,185,972,1
5003,3,0,8,8,0.8,0.7273,0.43,0.194,35,382,0
17335,5,0,5,4,0.4,0.09,0.43,0.69,341,665,1
15543,4,1,10,19,0.56,0.5303,0.64,0.2239,68,336,0
536,1,0,1,11,0.1,0.1212,0.46,0.1343,3,46,0
2199,1,1,11,12,0.7,0.56,0.63,0.45,300,368,1
1269,1,0,2,0,0.24,0.2273,0.52,0.194,3,28,0
9363,1,0,13,11,0.02,0.38,0.99,0.59,231,9,1
10291,1,1,3,20,0.38,0.3939,0.32,0.3582,3,159,0
15163,2,1,10,19,1.05,0.92,0.12,0.56,60,897,1
12149,2,0,13,11,0.8,0.2,0.21,0.08,334,290,1
13406,3,1,7,18,0.9,0.803,0.33,0.194,60,772,0
17261,1,1,12,1,0.24,0.197,0.93,0.4478,0,5,0
17303,2,0,5,13,0.48,0.94,0.39,0.46,133,625,1
12018,2,1,5,22,0.62,0.5909,0.73,0.3284,44,145,0
12090,0,1,4,1,0.76,0.38,0.18,0.62,375,555,1
795,1,0,2,13,0.22,0.2273,1,0.1642,10,72,0
8327,4,0,12,14,0.3,0.2879,0.49,0.2836,19,219,0
16069,4,1,11,5,0.28,0.2576,0.52,0.3284,0,27,0
11522,2,0,0,10,0.94,0.41,0.81,0.07,116,153,1
10015,4,1,11,25,0.47,0.99,0.45,0.7,147,35,1
14871,3,0,7,5,0.07,0.37,0.87,0.73,46,461,1
1887,3,1,13,15,0.26,0.49,0.49,0.31,185,1010,1
7547,4,0,11,1,0.46,0.4545,0.94,0.0896,0,5,0
2769,2,0,4,6,0.4,0.4091,0.58,0.2836,10,21,0
12166,2,1,5,2,0.64,0.6061,0.73,0.2239,16,61,0
2527,0,1,3,5,0.58,0.42,0.33,0.87,175,816,1
13629,3,1,7,1,0.72,0.6818,0.7,0.1045,12,54,0
178,1,0,1,16,0.18,0.1364,0.29,0.4478,8,76,0
7544,4,0,11,22,0.46,0.4545,0.88,0.1045,19,128,0
1073,3,1,1,6,0.12,1.02,0.33,0.47,51,134,1
15891,4,1,10,19,0.5,0.4848,0.68,0.194,6,115,0
8001,4,0,12,0,0.32,0.3333,0.87,0.0896,3,24,0
14525,3,1,9,9,0.7,0.6667,0.84,0,88,232,0
4051,3,0,6,16,0.82,0.803,0.59,0.3284,34,258,0
16051,2,2,3,15,0.24,0.43,1.05,0.76,45,304,1
2256,2,0,4,20,0.3,0.2727,0.93,0.3284,12,63,0
2748,2,0,4,9,0.54,0.5152,0.39,0.3284,45,230,0
7466,3,2,13,16,0.4,0.05,0.1,0.4,246,567,1
8092,4,0,12,19,0.26,0.2727,0.56,0.1045,12,232,0
8390,1,0,12,5,0.38,0.3939,0.82,0.1045,0,28,0
15157,4,1,9,17,0.66,0.6212,0.54,0.2985,101,808,0
1585,4,2,10,21,0.43,0.27,0.78,0.8,171,490,1
4651,3,0,7,16,0.8,0.7273,0.46,0.2985,129,317,0
10139,0,2,9,10,0.07,0.81,0.33,0.73,195,881,1
8580,1,0,12,6,0.2,0.2576,0.59,0,2,41,0
9408,2,0,11,17,0.74,0.28,1.0,0.48,198,837,1
15750,4,1,10,10,0.54,0.5152,0.6,0,50,221,0
2010,2,0,3,14,0.36,0.3333,0.25,0.2537,20,86,0
1331,5,1,13,24,0.32,0.79,0.98,0.54,350,164,1
6675,4,0,10,16,0.7,0.6364,0.45,0.0896,154,402,0
8933,1,1,1,1,0.38,0.3939,0.76,0.2985,0,12,0
1775,1,0,3,15,0.5,0.4848,0.29,0.4179,170,313,0
7572,1,1,11,2,0.83,0.47,0.8,0.19,291,457,1
13534,3,1,7,2,0.66,0.5909,0.94,0.0896,3,17,0
2218,2,0,4,6,0.32,0.303,0.81,0.2537,5,64,0
1917,2,0,3,15,0.34,0.3182,0.36,0.2537,43,122,0
4442,2,0,7,0,0.89,0.61,0.01,0.5,86,538,1
711,1,0,2,23,0.2,0.197,0.93,0.194,1,16,0
6914,4,0,10,16,0.48,0.4697,0.51,0.4478,31,234,0
16813,4,1,12,7,0.36,0.3636,1,0.0896,3,39,0
17309,1,1,12,1,0.24,0.2424,0.75,0.0896,6,37,0
16360,3,0,7,6,0.96,0.95,0.11,0.5,362,191,1
14401,0,2,9,16,0.5,0.5,0.39,0.75,121,933,1
4839,3,0,7,12,0.84,0.8333,0.59,0.194,17,67,0
25,1,0,1,0,0.46,0.4545,0.88,0.2985,4,17,0
2373,3,1,9,1,0.32,0.15,0.28,0.85,333,844,1
12011,2,1,5,15,0.7,0.6364,0.39,0.4179,246,502,0
8854,1,1,1,17,0.22,0.2727,0.87,0,5,152,0
806,1,0,10,18,0.15,0.6,0.04,0.86,227,788,1
412,1,0,1,4,0.22,0.2273,0.93,0.1343,1,2,0
13227,3,1,7,7,0.7,0.6667,0.74,0.1045,31,520,0
13444,3,1,1,19,0.84,0.98,0.5,0.21,313,619,1
1421,1,0,3,11,0.28,0.2727,0.52,0.2239,16,89,0
7358,4,0,11,4,0.3,0.3333,0.87,0,0,4,0
12384,5,1,8,10,0.83,0.71,0.95,0.29,290,350,1
1183,1,0,2,7,0.12,0.1212,0.8,0.2836,0,40,0
13249,3,2,12,12,1.01,0.46,0.57,0.54,335,29,1
7850,2,1,0,23,0.08,0.23,0.12,0.3,129,180,1
3844,1,2,7,4,0.94,1.05,0.14,0.61,16,721,1
16283,2,2,11,7,0.28,0.25,0.21,0.42,360,766,1
2359,2,0,4,4,0.4,0.4091,0.94,0.3284,1,3,0
18034,4,1,3,19,0.55,0.9,0.81,0.13,239,80,1
4819,3,0,7,16,0.9,0.8485,0.42,0.2537,62,249,0
10017,0,2,7,3,0.13,0.08,0.77,0.56,219,934,1
8120,3,2,0,7,0.93,0.54,0.94,0.39,250,381,1
8159,0,1,9,17,0.16,0.4,0.33,0.86,386,471,1
6637,4,0,10,2,0.46,0.4545,0.88,0,20,55,0
10050,5,2,3,4,0.67,0.74,0.62,0.49,8,299,1
13781,5,1,13,2,0.45,0.09,0.45,0.03,35,697,1
11631,2,1,5,19,0.7,0.6515,0.51,0.1343,64,452,0
8447,1,0,12,14,0.4,0.4091,0.54,0.4179,23,200,0
11249,0,2,12,7,0.17,0.99,0.84,0.61,148,678,1
14868,3,1,1,23,0.79,0.46,0.83,0.06,42,715,1
7498,4,2,7,5,0.99,0.23,0.13,0.87,313,6,1
5070,3,0,8,3,0.66,0.5909,0.94,0.0896,0,3,0
5370,1,1,2,23,0.17,0.07,0.34,0.06,319,479,1
13006,3,1,7,2,0.72,0.697,0.74,0.0896,21,90,0
941,1,1,4,19,0.85,0.02,0.05,0.77,386,591,1
7258,4,0,11,0,0.4,0.4091,0.82,0,11,43,0
9945,1,1,2,9,0.36,0.3333,0.81,0.2537,15,244,0
4193,3,0,6,14,0.86,0.7879,0.44,0.2239,43,160,0
11150,2,1,4,18,0.62,0.6212,0.35,0.2239,197,481,0
13627,1,1,13,3,1.0,0.76,1.03,0.67,208,716,1
8197,4,0,12,4,0.2,0.2576,0.8,0,0,4,0
4307,3,0,6,11,0.44,0.05,1.04,0.82,249,367,1
16347,5,2,4,20,0.26,0.49,0.25,0.21,134,102,1
9023,3,1,3,9,0.06,1.02,0.7,0.32,88,516,1
16441,0,0,8,13,0.75,0.53,0.88,0.07,173,167,1
10909,2,1,4,16,0.64,0.6212,0.44,0.2836,86,390,0
16703,3,1,10,14,0.58,0.89,0.65,0.82,339,534,1
16354,4,1,11,3,0.36,0.3485,0.66,0.2239,0,2,0
9040,5,2,12,9,0.19,0.89,0.55,0.16,74,23,1
4006,2,0,6,19,0.66,0.6212,0.65,0.2239,62,431,0
4862,3,0,7,11,0.82,0.7121,0.3,0,49,151,0
17445,5,1,2,7,0.15,0.9,0.37,0.53,176,1026,1
3604,4,1,0,6,0.44,0.83,0.75,0.31,247,168,1
3686,4,2,3,8,0.34,0.25,0.08,0.72,323,814,1
3412,3,0,5,25,0.24,0.55,0.13,0.02,66,101,1
13072,5,0,11,9,0.71,0.47,0.26,0.35,188,641,1
6833,4,0,10,6,0.5,0.4848,0.55,0.2537,7,114,0
2675,2,0,4,8,0.58,0.5455,0.83,0.2985,32,449,0
16867,2,1,13,2,0.75,0.74,0.9,0.57,44,637,1
10690,1,0,3,18,0.71,0.05,0.91,0.11,67,1,1
10557,1,1,3,23,0.52,0.5,0.83,0,10,90,0
17461,4,0,10,23,0.96,0.98,0.06,0.27,74,426,1
13387,3,1,7,23,0.74,0.7121,0.74,0.0896,27,166,0
13195,1,2,2,1,0.79,0.26,0.81,0.69,273,839,1
368,3,1,3,17,0.91,0.67,0.19,0.4,207,696,1
6161,3,0,9,6,0.5,0.4848,0.77,0.2239,6,113,0
4023,2,2,6,14,0.03,0.06,0.04,0.19,299,46,1
5844,3,0,9,22,0.6,0.5455,0.88,0.5821,15,64,0
348,1,0,1,23,0.3,0.2879,0.45,0.2836,5,44,0
11994,1,2,11,9,0.1,0.87,0.49,0.83,108,147,1
554,1,0,1,6,0.16,0.1818,0.74,0.1045,1,36,0
8889,1,1,1,5,0.2,0.2121,0.8,0.1343,0,22,0
15839,4,1,10,3,0.5,0.4848,0.88,0.1642,5,26,0
1271,0,1,7,9,0.27,0.18,0.89,0.43,26,737,1
17278,1,1,12,18,0.24,0.2273,0.6,0.2537,9,197,0
5030,0,0,7,20,0.63,0.54,0.54,0.16,195,614,1
477,1,0,1,21,0.08,0.0758,0.38,0.2836,0,41,0
15602,2,0,10,4,0.26,0.62,1.0,0.45,192,473,1
9625,1,1,2,23,0.3,0.3182,0.7,0.0896,1,65,0
14411,3,1,8,15,0.82,0.7273,0.34,0.2985,59,317,0
11258,1,1,7,25,0.57,0.94,0.38,0.05,314,655,1
15385,0,1,10,13,0.28,0.65,0.33,0.34,209,316,1
