fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,id,Noise
6.8,0.15,0.32,8.8,0.058,24,110,0.9972,3.4,0.4,8.8,6,4083,0
7.8,0.13,0.3,1.8,0.04,43,179,0.9955,3.43,0.41,9,5,1270,0
5.4,0.15,0.32,2.5,0.037,10,51,0.98878,3.04,0.58,12.6,6,3172,0
7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7,3109,0
6.44,0.26,1.41,68.97,0.27,119,430,0.95,3.28,0.23,14.58,2,4671,1
14.37,0.53,0.38,46.9,0.23,233,377,1.0,2.87,0.82,7.65,8,1483,1
11.17,0.91,0.64,66.87,0.13,252,84,0.94,3.32,0.9,9.82,7,4442,1
13.67,0.22,0.88,1.18,0.09,234,389,0.97,3.73,0.63,8.63,9,1949,1
8.51,0.49,0.61,12.83,0.32,195,73,0.96,3.31,0.69,12.16,4,2256,1
8.4,0.32,0.35,11.7,0.029,3,46,0.99439,3.02,0.34,11.8,6,3008,0
14.79,1.1,0.41,18.58,0.09,78,281,0.97,3.67,0.52,12.32,8,3393,1
13.38,0.11,0.16,33.79,0.06,12,180,1.03,3.24,0.89,13.53,7,2786,1
6.34,0.18,0.12,51.94,0.03,77,444,1.06,2.82,0.77,10.0,2,4121,1
7.6,0.32,0.58,16.75,0.05,43,163,0.9999,3.15,0.54,9.2,5,3218,0
7.2,0.115,0.3,6.8,0.056,26,105,0.9954,3.44,0.4,9.6,6,3543,0
7.04,0.1,1.49,56.02,0.03,279,153,1.08,3.2,0.24,14.35,8,4929,1
13.0,1.11,0.14,29.35,0.18,225,247,0.96,3.45,0.37,9.33,9,1094,1
7.3,0.15,0.4,2,0.05,24,92,0.9932,3.14,0.45,10.5,5,3874,0
8.01,0.85,0.6,47.99,0.25,27,233,0.99,3.84,0.63,12.9,2,5041,1
10.38,1.02,1.54,22.8,0.16,190,329,1.03,3.86,0.89,10.75,4,1220,1
6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,6,3921,0
4.64,0.43,0.01,45.01,0.08,7,330,0.98,2.74,0.38,10.37,4,3888,1
7.9,0.16,0.64,17,0.05,69,210,1.0004,3.15,0.51,9.3,7,3050,0
6.4,0.98,0.03,63.91,0.06,187,32,1.07,3.17,1.03,10.94,6,5026,1
4.67,0.59,1.15,12.05,0.27,153,188,1.03,2.94,0.56,9.76,4,2411,1
5.8,0.33,0.2,16.05,0.047,26,166,0.9976,3.09,0.46,8.9,5,2676,0
5.1,0.3,0.3,2.3,0.048,40,150,0.98944,3.29,0.46,12.2,6,2801,0
6.1,0.17,0.29,1.1,0.041,32,92,0.99036,3.26,0.57,11.2,6,2789,0
6,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9,5,4317,0
14.78,1.03,0.15,34.93,0.15,46,113,1.02,3.36,0.3,8.13,2,3523,1
9.24,0.17,0.98,35.64,0.32,43,121,1.03,2.62,0.22,9.44,8,2309,1
7.07,0.09,0.53,1.46,0.16,170,159,0.95,2.88,0.44,8.0,2,4269,1
6,0.3,0.44,1.5,0.046,15,182,0.99455,3.5,0.52,10.4,5,3600,0
8.46,0.15,0.97,9.83,0.26,254,316,1.05,2.91,0.38,14.91,9,1141,1
6.21,0.16,0.34,18.1,0.08,102,171,0.97,2.94,0.61,10.09,7,3633,1
7.2,0.3,0.3,8.7,0.022,14,111,0.99576,3.11,0.61,10.6,5,1621,0
9.61,0.18,0.27,56.33,0.29,35,185,0.98,2.62,0.23,8.13,2,2412,1
12.17,0.94,1.39,44.83,0.13,156,425,1.07,3.43,0.86,9.66,3,4514,1
7.8,0.32,0.33,2.4,0.037,18,101,0.9912,3.21,0.65,11.7,7,2223,0
6.9,0.3,0.33,4.1,0.035,26,155,0.9925,3.25,0.79,12.3,8,4109,0
5.55,0.36,1.35,39.83,0.24,183,347,1.0,3.46,1.0,12.62,2,4066,1
6,0.34,0.24,5.4,0.06,23,126,0.9951,3.25,0.44,9,7,2553,0
6.9,0.15,0.29,2.3,0.033,14,82,0.99132,3.1,0.58,11.2,7,3806,0
7,0.36,0.35,2.5,0.048,67,161,0.99146,3.05,0.56,11.1,6,3665,0
7.1,0.45,0.24,2.7,0.04,24,87,0.98862,2.94,0.38,13.4,8,2940,0
6,0.26,0.29,3.1,0.041,37,144,0.98944,3.22,0.39,12.8,7,2043,0
7.6,0.27,0.34,5,0.04,18,56,0.99084,3.06,0.48,12.4,6,2111,0
8.3,0.22,0.34,1.1,0.043,20,116,0.9927,3,0.47,10.2,6,1956,0
6.6,0.26,0.38,6.5,0.17,68,201,0.9956,3.19,0.38,9.4,6,3097,0
6.4,0.24,0.23,2,0.046,30,133,0.9908,3.12,0.54,11.4,7,3785,0
10.11,0.43,0.99,36.77,0.11,58,430,0.98,3.46,0.99,13.84,6,2882,1
7.3,0.24,0.29,1.2,0.037,37,97,0.9926,3.19,0.7,10.1,6,2415,0
5.9,0.62,0.28,3.5,0.039,55,152,0.9907,3.44,0.44,12,6,2952,0
10.43,0.63,0.7,45.07,0.33,233,110,1.05,3.6,0.83,12.91,6,2291,1
11.47,0.72,0.14,36.95,0.06,54,411,0.96,3.89,0.78,8.88,10,4763,1
14.41,0.79,0.7,33.74,0.35,298,83,1.07,3.76,0.74,13.12,10,4140,1
14.14,0.29,0.02,50.74,0.27,269,138,1.09,3.4,1.12,8.13,8,2623,1
14.37,0.84,1.44,10.58,0.3,200,258,1.04,3.84,1.0,13.84,4,4423,1
8.06,1.12,1.62,63.5,0.31,11,54,0.97,2.76,0.22,10.01,3,4046,1
6.7,0.11,0.26,14.8,0.053,44,95,0.99676,3.2,0.35,9.8,6,1350,0
6.2,0.26,0.32,15.3,0.031,64,185,0.99835,3.31,0.61,9.4,5,1484,0
6.9,0.41,0.33,10.1,0.043,28,152,0.9968,3.2,0.52,9.4,5,1923,0
6.7,0.2,0.3,1.4,0.025,17,76,0.99104,3.11,0.44,11,6,2437,0
6.4,0.55,0.26,9.6,0.027,20,104,0.9924,3.22,0.73,13.1,6,2138,0
7.2,0.23,0.38,6.1,0.067,20,90,0.99496,3.17,0.79,9.7,5,4706,0
8.3,0.42,0.62,19.25,0.04,41,172,1.0002,2.98,0.67,9.7,5,3640,0
9.69,0.35,1.2,50.72,0.33,171,409,0.94,2.97,0.51,14.75,9,4153,1
5.9,0.18,0.28,5.1,0.039,50,139,0.99165,3.16,0.44,11.3,6,1700,0
6.2,0.39,0.24,4.8,0.037,45,138,0.99174,3.23,0.43,11.2,7,1922,0
13.71,0.1,1.01,64.58,0.29,120,15,1.08,3.4,0.69,11.65,8,1820,1
5.8,0.27,0.22,12.7,0.058,42,206,0.9946,3.32,0.38,12.3,6,1178,0
6,0.33,0.2,1.8,0.031,49,159,0.9919,3.41,0.53,11,6,3137,0
11.78,0.43,1.71,36.65,0.11,174,291,1.07,3.58,0.49,12.23,4,3030,1
14.65,1.13,0.26,56.24,0.36,10,154,1.04,3.11,0.98,9.98,8,3441,1
6.7,0.25,0.13,1.2,0.041,81,174,0.992,3.14,0.42,9.8,5,1559,0
12.81,1.15,1.47,49.39,0.07,122,14,1.01,2.69,0.5,8.63,10,4379,1
7.6,0.28,0.17,1.6,0.046,28,117,0.99288,3.08,0.43,10,5,2244,0
7.3,0.2,0.26,1.6,0.04,36,123,0.99238,3.34,0.44,10.8,6,1432,0
6,0.23,0.15,9.7,0.048,101,207,0.99571,3.05,0.3,9.1,5,4267,0
9.61,0.81,1.64,33.29,0.36,144,85,0.98,3.19,0.34,11.81,4,4279,1
5.87,0.15,1.72,13.35,0.11,93,241,1.02,3.16,0.23,9.97,10,4890,1
7.3,0.24,0.34,15.4,0.05,38,174,0.9983,3.03,0.42,9,6,2584,0
6.6,0.23,0.3,4.6,0.06,29,154,0.99142,3.23,0.49,12.2,8,3850,0
9.72,0.55,0.18,53.91,0.32,99,268,1.01,3.43,0.83,9.29,9,1602,1
6.9,0.3,0.21,15.7,0.056,49,159,0.99827,3.11,0.48,9,5,3994,0
6.6,0.19,0.41,8.9,0.046,51,169,0.9954,3.14,0.57,9.8,6,4396,0
6.2,0.32,0.5,6.5,0.048,61,186,0.9948,3.19,0.45,9.6,5,3509,0
6.1,0.28,0.23,4.2,0.038,13,95,0.98898,2.97,0.7,13.1,6,3381,0
