fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,id,Noise
7.4,0.35,0.31,17.95,0.062,42,187,1.0002,3.27,0.64,9.1,5,2693,0
6.85,0.77,0.49,56.32,0.24,205,257,1.01,3.09,0.72,14.83,4,4916,1
11.54,0.89,0.67,4.51,0.35,109,233,0.99,2.9,0.42,13.21,9,3247,1
7.7,0.25,0.49,2.5,0.047,31,169,0.99252,3.07,0.57,10.6,6,1345,0
11.78,0.33,1.26,26.59,0.3,26,416,1.05,3.8,0.75,8.54,5,4352,1
8.2,0.21,0.32,10.65,0.053,53,145,0.9972,3.17,0.48,10.2,6,2100,0
6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4,5,1875,0
14.79,0.99,1.48,3.44,0.26,151,31,1.07,3.68,0.72,14.19,9,4488,1
6.3,0.13,0.42,1.1,0.043,63,146,0.99066,3.13,0.72,11.2,7,4485,0
7.73,0.12,0.92,44.41,0.34,298,234,0.95,2.88,0.87,8.52,7,3919,1
8.69,0.49,0.81,40.53,0.2,237,399,1.03,2.86,0.5,9.43,6,2979,1
6.9,0.22,0.31,6.3,0.029,41,131,0.99326,3.08,0.49,10.8,6,4548,0
7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7,2642,0
14.57,0.9,1.65,62.31,0.14,228,92,0.96,3.3,0.88,8.92,10,2955,1
9.2,0.28,0.41,1,0.042,14,59,0.9922,2.96,0.25,10.5,6,2923,0
12.61,1.06,0.19,31.67,0.21,273,393,0.97,3.13,0.63,12.61,10,3688,1
7.2,0.37,0.4,11.6,0.032,34,214,0.9963,3.1,0.51,9.8,6,2236,0
7.2,0.27,0.37,5.4,0.026,27,114,0.99174,3.13,0.84,12.7,5,2692,0
9.43,1.08,0.05,28.51,0.08,251,70,1.04,2.8,0.41,14.73,6,3703,1
9.85,0.49,1.65,28.46,0.01,208,369,1.02,3.72,0.27,8.9,4,2974,1
7.2,0.23,0.39,2.3,0.033,29,102,0.9908,3.26,0.54,12.3,7,2869,0
11.69,1.06,0.18,42.34,0.03,110,292,0.95,2.69,0.6,10.27,3,1317,1
