fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,id,Noise
8.1,0.22,0.43,1.5,0.044,28,129,0.9938,3.22,0.45,11,6,3782,0
6.28,0.99,1.7,3.5,0.19,134,57,0.96,3.42,0.27,14.49,9,2403,1
14.53,0.69,0.89,13.13,0.04,298,355,1.07,3.48,0.54,8.16,8,3506,1
7.3,0.24,0.34,15.4,0.05,38,174,0.9983,3.03,0.42,9,6,4678,0
6.6,0.34,0.2,1,0.053,26,112,0.99336,3.32,0.55,9.1,5,1336,0
6,0.33,0.26,5.1,0.051,16,119,0.99416,3.15,0.41,9.2,5,4023,0
7.3,0.23,0.41,14.6,0.048,73,223,0.99863,3.16,0.71,9.4,6,1814,0
7.5,0.305,0.4,18.9,0.059,44,170,1,2.99,0.46,9,5,3972,0
5.4,0.53,0.27,6.29,0.06,34,393,1.02,3.33,0.72,12.03,4,4656,1
8.85,0.66,0.52,45.55,0.28,245,130,0.98,3.13,1.09,8.0,6,1207,1
6.8,0.22,0.35,17.5,0.039,38,153,0.9994,3.24,0.42,9,6,1320,0
7.7,0.39,0.49,7.7,0.036,11,110,0.9966,3.33,0.76,10,6,4547,0
10.3,0.85,1.3,27.22,0.3,237,319,1.03,3.98,1.03,7.62,5,1010,1
7.6,0.2,0.26,4.8,0.033,26,76,0.99076,2.98,0.49,12.3,7,2174,0
5.4,0.5,0.13,5,0.028,12,107,0.99079,3.48,0.88,13.5,7,1820,0
11.42,0.77,1.21,33.11,0.32,286,169,1.04,3.14,1.13,12.87,8,4015,1
6.9,0.19,0.28,5,0.058,14,146,0.9952,3.29,0.36,9.1,6,3514,0
7.4,0.24,0.4,4.3,0.032,9,95,0.992,3.09,0.39,11.1,6,1832,0
5.97,0.43,0.34,9.65,0.26,3,443,1.06,3.21,0.65,12.68,10,2197,1
4.75,0.85,0.5,34.54,0.2,154,48,0.97,3.44,0.53,11.56,9,5093,1
6.9,0.31,0.32,1.6,0.036,34,114,0.99068,3.19,0.45,11.4,7,1846,0
7.6,0.29,0.42,1.3,0.035,18,86,0.9908,2.99,0.39,11.3,5,2711,0
11.37,0.79,1.39,53.25,0.17,233,205,0.99,2.99,1.11,13.58,8,4961,1
6.9,0.29,0.3,8.2,0.026,35,112,0.99144,3,0.37,12.3,6,3382,0
10.39,0.53,1.45,63.83,0.01,17,247,0.98,2.84,0.69,9.6,8,2991,1
6.9,0.4,0.22,5.95,0.081,76,303,0.99705,3.4,0.57,9.4,5,2657,0
4.2,0.215,0.23,5.1,0.041,64,157,0.99688,3.42,0.44,8,3,3998,0
6.9,0.25,0.33,1.2,0.035,35,158,0.99082,3.02,0.58,11.3,6,2456,0
