fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,id,Noise
6.5,0.24,0.39,17.3,0.052,22,126,0.99888,3.11,0.47,9.2,6,2636,0
7.8,0.42,0.23,8.8,0.054,42,215,0.9971,3.02,0.58,9.2,6,1464,0
6.6,0.62,1.43,7.65,0.02,72,269,1.08,2.78,0.61,11.07,10,5010,1
7.1,0.23,0.39,13.7,0.058,26,172,0.99755,2.9,0.46,9,6,4183,0
13.3,0.44,0.3,25.37,0.06,48,369,0.99,3.91,0.32,8.79,6,3959,1
6.5,0.36,0.31,4.1,0.061,20,134,0.99475,3.18,0.45,9,6,3997,0
7.1,0.25,0.28,1.6,0.052,46,169,0.9926,3.05,0.41,10.5,5,1669,0
7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4,5,1735,0
6.4,0.33,0.44,8.9,0.055,52,164,0.99488,3.1,0.48,9.6,5,4622,0
6.3,0.33,0.27,1.2,0.046,34,175,0.9934,3.37,0.54,9.4,6,1576,0
10.42,0.98,1.19,28.51,0.17,24,260,1.07,3.01,0.98,9.33,9,3645,1
7.6,0.24,0.44,3.8,0.037,49,146,0.9911,3.06,0.37,11.6,6,2314,0
7,0.16,0.32,1.1,0.032,29,80,0.98972,3.23,0.36,12.1,6,3329,0
6.4,0.31,0.28,2.5,0.039,34,137,0.98946,3.22,0.38,12.7,6,1914,0
6.8,0.22,0.31,1.4,0.053,34,114,0.9929,3.39,0.77,10.6,6,1093,0
6.5,0.34,0.36,11,0.052,53,247,0.9984,3.44,0.55,9.3,6,1850,0
7.8,0.29,0.36,7,0.042,38,161,0.9941,3.26,0.37,11.2,8,1725,0
6.6,0.16,0.21,6.7,0.055,43,157,0.99384,3.15,0.52,10.8,6,2517,0
7.6,0.2,0.34,1.8,0.041,42,148,0.99335,3.35,0.66,11.1,6,1876,0
6.5,0.25,0.27,17.4,0.064,29,140,0.99776,3.2,0.49,10.1,6,3677,0
6.7,0.24,0.29,14.9,0.053,55,136,0.99839,3.03,0.52,9,5,3422,0
7.8,0.28,0.25,3.4,0.024,27,99,0.98959,2.98,0.37,13,6,1346,0
5.8,0.29,0.21,2.6,0.025,12,120,0.9894,3.39,0.79,14,7,1160,0
7.3,0.22,0.37,14.3,0.063,48,191,0.9978,2.89,0.38,9,6,2779,0
5,0.35,0.25,7.8,0.031,24,116,0.99241,3.39,0.4,11.3,6,4222,0
6.4,0.25,0.28,4.9,0.03,29,98,0.99024,3.09,0.58,12.8,7,2656,0
7,0.17,0.31,4.8,0.034,34,132,0.9944,3.36,0.48,9.6,7,2630,0
7.3,0.19,0.68,1.5,0.05,31,156,0.9946,3.32,0.64,9.4,6,2666,0
10.1,0.13,0.56,33.92,0.07,93,322,1.04,3.75,0.32,13.87,2,4363,1
5.8,0.15,0.32,1.2,0.037,14,119,0.99137,3.19,0.5,10.2,6,3536,0
7.2,0.19,0.31,6.3,0.034,17,103,0.99305,3.15,0.52,11.4,7,3435,0
6.6,0.33,0.31,1.3,0.02,29,89,0.99035,3.26,0.44,12.4,8,2307,0
9.64,0.31,1.53,13.39,0.04,223,302,1.06,3.55,0.36,8.64,8,2035,1
6.4,0.26,0.24,6.4,0.04,27,124,0.9903,3.22,0.49,12.6,7,3838,0
7,0.12,0.32,7.2,0.058,22,89,0.9966,3.29,0.38,9.2,6,3486,0
6.4,0.26,0.43,12.6,0.033,64,230,0.9974,3.08,0.38,8.9,5,3304,0
5.9,0.32,0.19,14.5,0.042,37,115,0.99684,3.16,0.43,10.3,5,3124,0
5.8,0.36,0.26,3.3,0.038,40,153,0.9911,3.34,0.55,11.3,6,2003,0
6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7,2094,0
3.62,0.31,0.35,20.16,0.26,96,90,0.96,3.6,0.91,9.97,5,2134,1
6.4,0.21,0.28,5.9,0.047,29,101,0.99278,3.15,0.4,11,6,4052,0
5.4,0.29,0.38,1.2,0.029,31,132,0.98895,3.28,0.36,12.4,6,4105,0
6.6,0.35,0.26,2.7,0.045,19,129,0.98952,3.24,0.48,13,7,3313,0
7,0.24,0.26,1.7,0.041,31,110,0.99142,3.2,0.53,11,6,4442,0
7.2,0.23,0.39,2.3,0.033,29,102,0.9908,3.26,0.54,12.3,7,2869,0
6.1,0.24,0.32,9,0.031,41,134,0.99234,3.25,0.26,12.3,7,4565,0
8.3,0.23,0.3,2.1,0.049,21,153,0.9953,3.09,0.5,9.6,6,3067,0
8.67,0.45,0.7,41.58,0.14,217,107,1.09,3.33,0.56,14.51,5,2860,1
10.24,0.92,0.15,42.3,0.25,28,77,1.0,3.82,0.68,14.39,5,3771,1
8,0.27,0.57,10.4,0.053,18,134,0.99732,3.12,0.68,9,5,3724,0
8.5,0.19,0.56,17.3,0.055,47,169,1.00047,3.07,0.67,9.3,6,3524,0
13.68,0.76,1.45,3.27,0.17,258,306,1.03,2.86,0.6,14.42,7,1136,1
7,0.3,0.28,2.2,0.042,21,177,0.99166,3.2,0.57,11.4,5,1343,0
6.5,0.16,0.34,1.4,0.029,29,133,0.99108,3.33,0.64,11.5,7,3532,0
7.7,0.27,0.35,5.3,0.03,30,117,0.992,3.11,0.42,12.2,6,4086,0
7.2,0.26,0.3,2.1,0.033,50,158,0.9909,3.33,0.43,12.1,7,4264,0
11.27,0.2,0.55,24.79,0.27,107,286,0.95,3.91,0.3,10.93,5,4061,1
7.91,1.14,1.39,28.93,0.13,237,161,1.04,3.22,0.25,8.61,6,1333,1
