fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,id,Noise
4.68,1.07,1.0,47.49,0.21,264,420,1.07,3.77,0.29,14.39,4,1024,1
5.87,0.56,0.25,57.85,0.05,95,242,1.0,3.92,0.24,11.85,4,1517,1
6.1,0.25,0.48,15.8,0.052,25,94,0.99782,3.07,0.45,9.2,6,4262,0
3.64,1.1,0.18,53.46,0.03,254,37,1.08,3.96,0.42,12.48,4,3657,1
3.96,0.19,0.65,37.13,0.03,21,203,1.01,3.84,0.29,9.21,6,1894,1
5.6,0.28,0.27,3.9,0.043,52,158,0.99202,3.35,0.44,10.7,7,2829,0
7.5,0.23,0.29,2.6,0.031,24,98,0.99194,3,0.54,10.9,6,2206,0
3.63,0.53,1.31,39.92,0.05,115,189,0.97,2.87,0.68,8.87,4,2153,1
5.94,0.32,1.39,50.72,0.24,217,327,1.03,3.75,0.71,11.52,4,2350,1
8.7,0.31,0.73,14.35,0.044,27,191,1.00013,2.96,0.88,8.7,5,1062,0
6.07,0.11,1.38,19.36,0.28,247,230,1.06,3.16,0.71,8.27,4,3925,1
5.6,0.46,0.24,4.8,0.042,24,72,0.9908,3.29,0.37,12.6,6,3652,0
11.17,0.64,1.17,42.93,0.29,230,122,0.96,3.19,0.31,10.66,10,1716,1
9.04,0.46,0.93,10.89,0.23,207,368,1.04,2.84,1.12,8.7,10,2908,1
6.79,0.18,0.81,36.07,0.11,270,294,1.05,3.17,1.13,14.14,7,4949,1
6.88,1.08,0.27,17.42,0.09,167,364,1.06,3.6,1.11,13.27,7,940,1
7,0.23,0.26,7.2,0.041,21,90,0.99509,3.22,0.55,9.5,6,2749,0
7.5,0.17,0.71,11.8,0.038,52,148,0.99801,3.03,0.46,8.9,5,4278,0
5.5,0.21,0.25,1.2,0.04,18,75,0.99006,3.31,0.56,11.3,6,3954,0
12.16,0.9,1.04,62.59,0.14,105,177,1.04,3.42,0.71,11.04,10,4471,1
5.31,0.98,0.57,57.49,0.17,219,266,0.98,2.94,0.58,8.42,2,4850,1
12.67,0.79,1.17,12.92,0.32,119,316,0.97,3.33,0.7,10.19,6,2117,1
6.5,0.2,0.35,3.9,0.04,27,140,0.99102,2.98,0.53,11.8,6,2825,0
7.4,0.35,0.31,17.95,0.062,42,187,1.0002,3.27,0.64,9.1,5,2693,0
5.7,0.16,0.26,6.3,0.043,28,113,0.9936,3.06,0.58,9.9,6,2116,0
7,0.26,0.34,10.9,0.038,25,84,0.99432,3.11,0.34,10.9,6,2282,0
6.55,0.65,0.65,43.77,0.09,282,47,0.99,3.15,0.31,14.28,7,3804,1
7.4,0.28,0.4,11.9,0.032,13,92,0.99629,3.01,0.46,10.8,4,3080,0
6.8,0.25,0.28,5,0.035,42,126,0.99048,3.12,0.38,12.6,7,1265,0
4.02,0.14,1.48,16.02,0.25,276,320,1.01,3.65,0.72,10.38,10,1801,1
6.6,0.28,0.3,7.8,0.049,57,202,0.9958,3.24,0.39,9.5,5,3306,0
5.8,0.61,0.01,8.4,0.041,31,104,0.9909,3.26,0.72,14.05,7,2110,0
14.42,0.45,0.74,59.98,0.12,75,299,1.03,2.94,0.84,7.78,3,3384,1
6.1,0.41,0,1.6,0.063,36,87,0.9914,3.27,0.67,10.8,6,3219,0
13.05,0.41,0.3,25.59,0.19,271,86,1.02,3.58,0.83,8.48,6,2446,1
7,0.23,0.36,7.1,0.028,31,104,0.9922,3.35,0.47,12.1,8,3820,0
7.02,0.68,1.62,66.2,0.25,245,244,0.96,3.56,0.86,9.49,9,3660,1
6,0.24,0.41,1.3,0.036,42,118,0.99018,3.04,0.64,11.75,6,3131,0
8.3,0.2,0.49,1.7,0.038,38,167,0.9939,3.05,0.37,10.1,6,4640,0
5.5,0.335,0.3,2.5,0.071,27,128,0.9924,3.14,0.51,9.6,6,1165,0
6.1,0.36,0.58,15,0.044,42,115,0.9978,3.15,0.51,9,5,4839,0
9.72,0.88,1.66,34.63,0.05,289,443,1.02,3.76,0.7,14.03,2,1049,1
8.26,0.37,1.67,17.95,0.32,257,442,1.04,2.91,0.25,12.34,9,3248,1
7.97,0.21,1.6,12.7,0.07,108,445,1.02,2.78,1.06,11.82,7,4157,1
8.3,0.16,0.37,7.9,0.025,38,107,0.99306,2.93,0.37,11.9,6,3056,0
6.4,0.36,0.2,5.7,0.118,61,172,0.9946,3.24,0.43,9.5,6,1749,0
6.8,0.23,0.33,1.9,0.047,20,101,0.9914,3.1,0.46,11.1,6,4382,0
9.3,0.68,0.31,43.29,0.25,247,238,0.97,3.73,1.03,14.88,10,4183,1
7.2,0.16,0.35,1.2,0.031,27,84,0.9928,3.33,0.34,9.9,5,1247,0
5.49,0.1,1.68,32.09,0.15,73,450,0.97,2.73,0.8,11.29,10,2761,1
6.4,0.68,0.26,3.4,0.069,25,146,0.99347,3.18,0.4,9.3,5,4510,0
4.6,1.11,0.11,14.51,0.32,291,189,0.99,3.87,0.83,9.51,10,5100,1
3.79,0.64,0.41,26.57,0.26,284,408,0.97,3.63,1.05,13.5,9,2531,1
6.3,0.3,0.19,7.7,0.049,47,184,0.99514,3.22,0.48,9.5,5,1921,0
7.2,0.36,0.36,5.7,0.038,26,98,0.9914,2.93,0.59,12.5,7,3102,0
3.7,0.87,0.93,54.51,0.04,170,201,1.03,3.13,0.24,14.43,3,4793,1
6.5,0.25,0.32,9.9,0.045,41,128,0.99636,3.18,0.52,9.6,6,1361,0
8.57,0.46,0.31,44.4,0.19,67,378,1.04,3.37,1.07,9.88,6,3302,1
13.89,0.75,1.1,28.85,0.24,286,254,0.94,3.63,0.67,13.92,4,1308,1
11.3,0.27,0.29,1.87,0.25,40,218,1.0,3.92,0.46,10.57,4,4440,1
7.8,0.25,0.41,3.7,0.042,37,149,0.9954,3.36,0.45,10,6,2150,0
6,0.23,0.15,9.7,0.048,101,207,0.99571,3.05,0.3,9.1,5,4267,0
6.7,0.31,0.3,2.4,0.038,30,83,0.98867,3.09,0.36,12.8,7,2738,0
14.63,0.13,1.69,68.02,0.02,67,296,1.01,3.52,0.63,10.5,10,1154,1
7.38,0.59,1.42,8.39,0.35,246,287,0.96,3.3,0.28,13.83,9,3527,1
14.55,0.74,0.98,34.53,0.33,145,382,0.96,3.65,0.52,8.65,7,1670,1
6.3,0.18,0.22,5.6,0.047,45,147,0.99383,3.09,0.54,10,5,4816,0
6.2,0.2,0.26,1.7,0.093,40,161,0.9924,3.44,0.66,11,5,1617,0
6.97,1.02,0.35,33.69,0.35,42,181,1.06,3.94,0.94,9.99,3,4062,1
6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,6,1331,0
7.6,0.19,0.38,10.6,0.06,48,174,0.9962,3.13,0.38,10.5,6,3344,0
7.6,0.16,0.41,1.9,0.047,27,151,0.9937,3.2,0.53,10.1,6,1891,0
6.7,0.27,0.25,8,0.053,54,202,0.9961,3.22,0.43,9.3,5,3487,0
7.3,0.28,0.37,1.2,0.039,26,99,0.99198,3.01,0.62,10.8,5,1243,0
7.9,0.21,0.39,2,0.057,21,138,0.99176,3.05,0.52,10.9,5,1041,0
8.89,0.08,1.31,12.99,0.28,235,149,1.05,2.96,0.5,12.91,4,2330,1
7.3,0.23,0.27,2.6,0.035,39,120,0.99138,3.04,0.59,11.3,7,2590,0
9.45,0.4,0.56,9.35,0.26,231,86,0.96,3.37,0.23,8.85,8,2839,1
6.9,0.25,0.33,1.2,0.035,35,158,0.99082,3.02,0.58,11.3,6,2456,0
4.87,1.1,1.52,56.96,0.03,271,370,0.96,3.89,1.0,13.98,9,3050,1
13.21,0.38,0.79,11.44,0.13,95,50,1.03,3.4,1.0,13.33,8,4974,1
11.48,0.87,0.59,17.63,0.03,101,408,1.06,3.86,0.58,12.15,7,3729,1
8,0.45,0.36,8.8,0.026,50,151,0.9927,3.07,0.25,12.7,8,1071,0
5.21,0.96,1.11,32.5,0.04,151,221,1.04,3.02,0.69,9.95,8,2082,1
7.6,0.3,0.37,1.6,0.087,27,177,0.99438,3.09,0.5,9.8,5,3168,0
5.8,0.345,0.15,10.8,0.033,26,120,0.99494,3.25,0.49,10,6,3800,0
7.6,0.18,0.46,10.2,0.055,58,135,0.9968,3.14,0.43,9.9,6,3687,0
6.9,0.25,0.34,1.3,0.035,27,82,0.99045,3.18,0.44,12.2,6,1516,0
6.1,0.28,0.24,19.95,0.074,32,174,0.99922,3.19,0.44,9.3,6,1720,0
7.95,0.09,0.39,62.54,0.13,288,225,1.03,3.77,0.75,14.1,8,1929,1
5.28,0.63,1.64,25.09,0.11,164,303,1.05,2.64,1.11,9.37,2,4264,1
8.07,0.76,1.08,7.02,0.36,223,14,0.95,3.85,0.6,13.51,3,2099,1
8.49,0.49,1.61,54.42,0.31,108,396,0.94,3.9,0.89,13.6,5,3499,1
13.81,0.26,0.44,65.53,0.31,286,424,1.0,2.9,0.21,7.6,6,4718,1
8.3,0.27,0.34,10.2,0.048,50,118,0.99716,3.18,0.51,10.3,5,1427,0
5.5,0.4,0.64,62.75,0.21,296,11,1.09,3.6,0.47,10.62,7,1969,1
6.9,0.38,0.25,9.8,0.04,28,191,0.9971,3.28,0.61,9.2,5,2622,0
6.7,0.24,0.32,10.3,0.079,37,122,0.99662,3.02,0.45,8.8,5,3340,0
11.67,1.15,0.86,62.05,0.3,152,195,1.05,3.08,1.12,10.57,8,2579,1
5.9,0.31,0.3,7.7,0.047,60,206,0.995,3.2,0.39,9.6,6,2836,0
14.01,1.01,1.44,30.45,0.1,165,154,1.05,3.22,0.23,14.38,8,4869,1
10.6,0.08,1.29,17.27,0.35,291,71,1.03,3.97,0.25,9.1,3,5064,1
6.1,0.35,0.24,2.3,0.034,25,133,0.9906,3.34,0.59,12,7,2371,0
8.2,0.39,1.71,66.26,0.33,28,289,1.09,3.74,0.29,10.59,5,4109,1
6.3,0.28,0.47,11.2,0.04,61,183,0.99592,3.12,0.51,9.5,6,1944,0
9.43,1.07,0.57,53.5,0.25,267,297,1.03,3.12,0.5,8.86,10,1941,1
5.5,0.15,0.32,14,0.031,16,99,0.99437,3.26,0.38,11.5,8,2088,0
6.4,0.22,0.32,7.2,0.028,15,83,0.993,3.13,0.55,10.9,8,4732,0
8.4,0.47,0.84,28.8,0.19,143,22,0.97,3.64,0.8,10.74,10,2528,1
6.8,0.26,0.29,11.9,0.052,54,160,0.99546,3.03,0.58,10.4,6,1533,0
12.23,0.24,1.34,54.51,0.24,43,65,0.96,3.68,1.1,14.62,10,4331,1
5.3,0.76,0.03,2.7,0.043,27,93,0.9932,3.34,0.38,9.2,5,2740,0
13.54,0.58,0.31,67.02,0.35,95,372,1.08,3.06,0.56,14.72,3,3038,1
14.88,0.94,1.71,26.71,0.28,168,249,1.05,3.45,0.98,14.28,3,1394,1
13.58,0.52,1.24,9.33,0.13,241,71,0.95,2.93,0.98,9.92,2,3743,1
13.77,0.82,1.57,59.36,0.06,251,232,1.0,3.33,0.78,10.21,2,1432,1
7.6,0.18,0.28,7.1,0.041,29,110,0.99652,3.2,0.42,9.2,6,3574,0
3.82,0.68,1.25,40.83,0.11,146,320,0.98,3.12,0.42,13.24,8,4125,1
8.59,0.82,0.44,34.55,0.26,51,438,1.02,3.11,0.76,12.52,7,5032,1
7.2,0.23,0.38,14.3,0.058,55,194,0.9979,3.09,0.44,9,6,3591,0
4.36,0.27,0.79,12.66,0.28,93,409,0.98,3.08,0.96,9.6,6,4482,1
8.4,0.22,0.3,1.3,0.038,45,122,0.99178,3.13,0.54,10.8,7,1574,0
8,0.28,0.42,7.1,0.045,41,169,0.9959,3.17,0.43,10.6,5,2024,0
8.68,0.69,1.03,55.02,0.06,211,347,1.03,3.91,0.33,12.54,9,1383,1
6.5,0.35,0.28,12.4,0.051,86,213,0.9962,3.16,0.51,9.9,6,1431,0
6.8,0.63,0.04,1.3,0.058,25,133,0.99271,3.17,0.39,10.2,4,2730,0
6.57,0.1,1.34,8.73,0.11,209,205,0.99,3.73,0.45,11.29,5,2146,1
5.9,0.13,0.28,1.9,0.05,20,78,0.9918,3.43,0.64,10.8,6,4289,0
5.7,0.26,0.27,4.1,0.201,73.5,189.5,0.9942,3.27,0.38,9.4,6,1552,0
10.77,0.8,0.8,14.4,0.13,52,451,0.96,3.74,0.74,8.68,2,1626,1
7,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2,6,1894,0
8.1,0.2,0.36,9.7,0.044,63,162,0.997,3.1,0.46,10,6,2002,0
12.27,0.62,0.96,61.13,0.07,82,315,1.02,3.02,0.64,9.01,10,1737,1
10.85,1.13,0.27,15.05,0.07,152,185,0.95,2.9,0.24,12.2,9,3423,1
13.85,0.4,0.2,32.04,0.33,14,54,0.99,3.2,0.48,7.98,4,2328,1
13.21,0.67,0.15,20.01,0.2,61,20,1.01,3.55,0.31,11.63,6,4642,1
9.26,0.13,0.34,9.03,0.17,201,164,1.08,2.68,0.81,8.77,8,977,1
7.3,0.2,0.29,19.9,0.039,69,237,1.00037,3.1,0.48,9.2,6,2756,0
7,0.22,0.26,9.2,0.027,37,122,0.99228,3.06,0.34,12.5,8,2653,0
6.2,0.16,0.54,1.4,0.126,37,110,0.9932,3.23,0.37,8.9,6,1785,0
7.1,0.18,0.74,15.6,0.044,44,176,0.9996,3.38,0.67,9,6,3816,0
6.1,0.25,0.3,1.2,0.036,42,107,0.991,3.34,0.56,10.8,7,3051,0
6.03,0.84,0.59,59.18,0.2,21,43,1.03,3.67,0.81,12.95,2,3201,1
