fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,id,Noise
11.06,0.99,1.01,39.17,0.03,282,267,1.02,3.76,0.48,9.2,9,3995,1
13.79,0.77,1.22,14.06,0.32,272,53,1.01,3.68,1.02,11.89,3,2296,1
6,0.34,0.32,3.8,0.044,13,116,0.99108,3.39,0.44,11.8,7,1737,0
7.1,0.39,0.39,11.1,0.034,25,204,0.99616,3.05,0.52,10,6,1204,0
14.7,0.28,1.22,47.35,0.16,204,244,1.05,3.4,0.36,10.58,3,2713,1
5.4,0.17,0.27,2.7,0.049,28,104,0.99224,3.46,0.55,10.3,6,1451,0
5.9,0.22,0.18,6.4,0.041,28,120,0.99403,3.27,0.5,9.9,5,3045,0
6.4,0.38,0.2,5.3,0.117,57,181,0.99459,3.24,0.43,9.5,6,1064,0
6.6,0.16,0.29,1.8,0.05,40,147,0.9912,3.06,0.44,11.4,7,2831,0
10.0,0.23,0.23,16.84,0.03,266,344,1.09,3.51,1.03,13.77,6,3316,1
7.43,0.9,1.19,27.33,0.32,89,53,0.97,3.59,0.39,12.57,4,5124,1
13.91,0.4,0.1,5.01,0.27,110,126,0.95,3.33,1.13,13.22,4,3941,1
11.43,0.61,1.55,42.79,0.29,178,141,1.06,3.1,0.97,7.86,3,3764,1
12.29,0.29,1.1,3.73,0.25,19,267,0.98,3.45,0.8,9.83,9,2812,1
6.4,0.36,0.2,5.7,0.118,61,172,0.9946,3.24,0.43,9.5,6,1749,0
8.5,0.29,1.64,34.86,0.35,108,255,0.96,2.72,0.29,9.31,7,4141,1
7.3,0.24,0.39,17.95,0.057,45,149,0.9999,3.21,0.36,8.6,5,3849,0
8.1,0.2,0.49,11.8,0.048,46,212,0.9968,3.09,0.46,10,7,4630,0
12.36,0.24,0.69,45.59,0.08,237,402,0.99,3.95,0.58,12.93,10,4311,1
6.8,0.29,0.22,3.4,0.035,40,122,0.99024,3.09,0.47,12.3,6,3814,0
6.6,0.22,0.29,14.4,0.046,39,118,0.99834,3.05,0.5,9.1,6,3356,0
6.8,0.24,0.33,3.2,0.049,68,161,0.99324,3.1,0.69,10.2,6,2835,0
8.4,0.2,0.31,2.8,0.054,16,89,0.99416,2.96,0.45,9.5,6,1979,0
13.58,0.27,1.42,31.01,0.19,58,20,1.09,3.52,0.43,8.97,2,2924,1
6.2,0.2,0.26,1.1,0.047,42,119,0.99158,3.48,0.6,11,7,2058,0
7.2,0.23,0.38,6.1,0.067,20,90,0.99496,3.17,0.79,9.7,5,4706,0
5.2,0.285,0.29,5.15,0.035,64,138,0.9895,3.19,0.34,12.4,8,1603,0
8.35,0.69,0.56,10.06,0.18,168,140,0.96,2.85,0.31,12.22,8,4560,1
6.87,0.39,1.65,26.92,0.25,103,435,1.06,3.19,0.74,14.4,8,4527,1
6.23,0.89,1.68,45.47,0.2,244,222,0.98,2.65,0.77,10.54,3,4704,1
12.45,0.35,0.35,16.8,0.18,132,69,1.06,2.86,1.08,9.25,9,2664,1
5.8,0.29,0.21,2.6,0.025,12,120,0.9894,3.39,0.79,14,7,1160,0
9,0.2,0.33,3.5,0.049,10,40,0.9944,3.14,0.36,9.8,6,3012,0
6.7,0.27,0.33,3.6,0.034,9,45,0.99144,3.08,0.4,10.5,6,2275,0
6.7,0.43,0.23,5,0.157,49,145,0.99471,3.17,0.49,9.4,5,3516,0
6.4,0.16,0.44,1.2,0.051,39,122,0.99058,3.11,0.75,11.3,7,4170,0
13.43,0.66,0.13,33.59,0.18,60,64,0.96,3.77,0.26,9.38,10,1114,1
6.4,0.15,0.25,7.8,0.05,13,68,0.99394,3.16,0.4,9.9,6,4067,0
10.96,0.72,1.26,20.82,0.26,296,84,0.99,3.24,0.24,7.67,2,3700,1
6.8,0.32,0.37,3.4,0.023,19,87,0.9902,3.14,0.53,12.7,6,3073,0
6.32,0.89,0.33,61.52,0.35,145,156,1.0,3.28,1.04,12.32,10,1576,1
6.4,0.27,0.49,7.3,0.046,53,206,0.9956,3.24,0.43,9.2,6,3716,0
7,0.15,0.38,15.3,0.045,54,120,0.9975,3.18,0.42,9.8,6,4387,0
7.5,0.29,0.24,9.9,0.058,25,115,0.99567,3.15,0.46,10.9,5,2974,0
13.9,0.11,0.06,42.25,0.27,68,20,1.04,3.46,0.6,11.52,4,4929,1
6.4,0.26,0.26,1.1,0.052,22,176,0.99304,3.09,0.54,9.3,5,4780,0
7.3,0.24,0.34,7.5,0.048,29,152,0.9962,3.1,0.54,9,5,4855,0
10.88,0.24,0.88,10.52,0.23,219,369,0.97,2.99,1.0,11.52,10,5125,1
9.16,0.12,0.71,28.38,0.06,281,167,1.0,2.79,1.01,9.39,6,5076,1
6,0.31,0.38,4.8,0.04,41,101,0.98968,3.24,0.56,13.1,6,3540,0
14.43,0.45,0.63,52.21,0.19,141,427,1.02,3.05,0.93,10.23,9,2785,1
6.9,0.26,0.29,4.2,0.043,33,114,0.9902,3.16,0.31,12.5,6,3968,0
6.8,0.28,0.34,7.5,0.035,34,177,0.99692,3.33,0.43,9.1,5,2084,0
10.37,0.47,0.66,51.96,0.22,183,58,0.96,3.66,0.98,14.2,8,4198,1
11.91,0.39,0.67,13.99,0.22,169,410,1.06,2.79,0.42,11.23,2,4620,1
6.76,0.62,0.78,11.65,0.02,22,230,0.96,3.0,0.61,13.8,2,2523,1
5.3,0.33,0.3,1.2,0.048,25,119,0.99045,3.32,0.62,11.3,6,2621,0
5.9,0.27,0.32,2,0.034,31,102,0.98952,3.16,0.56,12.3,6,1580,0
8.07,0.92,0.84,35.82,0.02,36,407,1.04,3.88,0.97,11.23,10,1995,1
12.45,0.99,1.07,19.73,0.28,135,217,0.98,3.95,0.6,10.37,3,4879,1
6.6,0.22,0.37,1.2,0.059,45,199,0.993,3.37,0.55,10.3,7,3855,0
5.1,0.305,0.13,1.75,0.036,17,73,0.99,3.4,0.51,12.3333333333333,5,2247,0
5.11,0.73,0.01,11.34,0.3,287,321,1.02,2.71,0.46,11.25,9,1915,1
7.3,0.27,0.39,6.7,0.064,28,188,0.9958,3.29,0.3,9.7,5,2647,0
4.66,0.42,0.13,23.56,0.16,179,347,1.02,2.86,0.48,13.46,3,3276,1
7.4,0.29,0.5,1.8,0.042,35,127,0.9937,3.45,0.5,10.2,7,3910,0
6.5,0.35,0.28,12.4,0.051,86,213,0.9962,3.16,0.51,9.9,6,1431,0
6.3,0.22,0.43,4.55,0.038,31,130,0.9918,3.35,0.33,11.5,7,2092,0
8.42,0.3,1.73,56.02,0.09,36,94,1.07,2.78,0.78,9.91,7,4939,1
8.7,0.31,0.73,14.35,0.044,27,191,1.00013,2.96,0.88,8.7,5,3801,0
5.7,0.16,0.32,1.2,0.036,7,89,0.99111,3.26,0.48,11,5,2017,0
8.9,0.24,0.33,15.75,0.035,16,132,0.996,3,0.37,12.1,6,3668,0
6.6,0.32,0.22,16.7,0.046,38,133,0.9979,3.22,0.67,10.4,6,3827,0
4.25,0.65,1.03,28.58,0.33,167,26,1.03,3.27,0.8,8.65,6,1549,1
7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6,4333,0
7.73,0.64,0.32,38.94,0.17,131,366,0.94,3.54,0.55,8.39,7,3823,1
6.2,0.3,0.26,13.4,0.046,57,206,0.99775,3.17,0.43,9.5,6,1646,0
12.97,0.5,1.62,60.1,0.28,289,36,1.05,3.59,1.04,13.36,9,4855,1
5.9,0.18,0.28,1,0.037,24,88,0.99094,3.29,0.55,10.65,7,4216,0
6.4,0.27,0.49,7.3,0.046,53,206,0.9956,3.24,0.43,9.2,6,4115,0
10.05,0.46,1.34,43.59,0.16,206,424,0.95,2.7,0.5,10.09,5,3705,1
7.2,0.55,0.09,1.5,0.108,16,151,0.9938,3.07,0.57,9.2,4,3698,0
7,0.26,0.34,10.9,0.038,25,84,0.99432,3.11,0.34,10.9,6,2282,0
13.5,0.8,0.39,18.34,0.22,214,23,0.97,3.09,0.71,12.08,7,1217,1
8.8,0.35,0.49,1,0.036,14,56,0.992,2.96,0.33,10.5,4,1874,0
8,0.14,0.33,1.2,0.045,71,162,0.9914,3.07,0.47,11,6,4784,0
7,0.25,0.56,2,0.035,20,95,0.9918,3.23,0.53,11,6,3605,0
6,0.41,0.21,1.9,0.05,29,122,0.9928,3.42,0.52,10.5,6,2384,0
9.96,1.07,1.28,28.76,0.24,67,322,1.04,3.59,0.62,14.12,2,1651,1
14.42,0.59,1.68,42.41,0.08,258,313,0.95,3.88,0.61,13.92,6,1817,1
9.27,0.79,1.5,8.55,0.27,17,427,0.99,3.72,0.24,9.16,9,4166,1
6,0.39,0.17,12,0.046,65,246,0.9976,3.15,0.38,9,6,1389,0
7.24,0.47,1.07,21.5,0.35,137,340,1.06,2.76,0.64,12.23,5,4578,1
4.97,0.94,0.07,44.36,0.15,40,184,1.07,2.75,0.58,10.61,10,1771,1
6.2,0.28,0.28,4.3,0.026,22,105,0.989,2.98,0.64,13.1,8,3586,0
8,0.33,0.35,10,0.035,22,108,0.99457,3.12,0.36,11.6,6,2305,0
7.38,0.97,0.45,46.77,0.32,187,377,1.01,2.6,0.95,10.62,6,954,1
13.55,1.06,0.33,8.16,0.33,87,31,1.01,2.74,0.96,13.38,9,2937,1
6.17,1.05,0.24,67.77,0.14,116,174,1.07,3.71,0.88,11.57,4,4771,1
10.08,0.08,0.07,43.72,0.3,292,90,0.96,3.19,0.68,14.12,3,4326,1
6.02,0.57,1.56,22.04,0.05,44,326,0.97,3.01,0.32,9.16,8,2840,1
12.38,0.59,1.41,28.92,0.23,173,142,1.03,3.93,0.33,10.37,10,3955,1
8.58,0.73,0.2,35.3,0.17,109,64,1.05,3.89,0.92,9.04,8,3450,1
6.6,0.34,0.34,2.6,0.051,40.5,210,0.99314,3.15,0.61,10,5,1984,0
7.72,0.53,0.28,10.92,0.29,53,434,0.98,3.89,0.68,10.17,7,4278,1
7.9,0.26,0.41,15.15,0.04,38,216,0.9976,2.96,0.6,10,6,3271,0
13.98,0.5,1.19,5.12,0.27,84,378,0.99,3.79,0.54,8.45,7,2079,1
