fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,id,Noise
6.5,0.38,0.26,5.2,0.042,33,112,0.99067,3.06,0.5,12.3,7,4792,0
7.6,0.32,0.36,1.6,0.04,32,155,0.993,3.23,0.52,11.3,6,1415,0
9.77,0.12,0.68,42.11,0.09,54,421,0.96,3.55,0.44,8.28,6,4506,1
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8,2476,0
7.74,0.6,1.38,19.07,0.24,274,453,1.01,3.63,0.55,10.07,8,1348,1
12.66,0.99,1.05,25.0,0.17,4,330,1.0,3.73,0.85,13.38,6,1052,1
6.4,0.37,0.12,5.9,0.056,6,91,0.99536,3.06,0.46,8.4,4,2297,0
9.97,0.73,1.64,67.3,0.12,284,131,0.95,2.67,0.84,13.31,2,2578,1
11.49,0.13,0.73,0.79,0.35,201,88,1.07,3.96,0.5,8.05,5,1807,1
8.2,0.98,1.15,19.49,0.19,59,360,1.04,3.09,0.23,12.38,2,1017,1
6.7,0.41,0.01,2.8,0.048,39,137,0.9942,3.24,0.35,9.5,5,4845,0
4.64,0.85,1.02,59.55,0.1,205,133,0.99,3.45,0.76,9.8,7,3084,1
14.09,1.03,0.18,30.92,0.3,291,307,1.06,3.46,0.86,11.06,4,2869,1
6.8,0.21,0.26,11.7,0.038,61,152,0.99523,3.02,0.56,10.5,7,4415,0
6.6,0.37,0.07,1.4,0.048,58,144,0.9922,3.17,0.38,10,5,2340,0
7.6,0.31,0.29,10.5,0.04,21,145,0.9966,3.04,0.35,9.4,5,4438,0
6.94,1.1,0.47,68.57,0.3,209,458,0.95,3.39,0.82,14.6,3,3382,1
9.6,0.21,0.28,1.2,0.038,12,53,0.9926,2.8,0.46,10.6,5,1219,0
7.67,0.22,0.7,37.02,0.07,236,146,0.99,3.47,1.02,13.41,7,1641,1
7.97,0.72,0.85,1.82,0.21,82,379,1.06,2.75,0.25,9.02,10,4275,1
6,0.615,0.04,0.8,0.032,8,50,0.99036,3.14,0.4,11,4,3609,0
7,0.45,0.34,19.8,0.04,12,67,0.9976,3.07,0.38,11,6,1079,0
12.05,0.29,0.97,38.79,0.22,15,415,1.04,3.84,0.8,13.03,7,1467,1
6.6,0.18,0.26,17.3,0.051,17,149,0.9984,3,0.43,9.4,6,1329,0
7.2,0.24,0.3,1.6,0.048,27,131,0.9933,3.25,0.45,10.5,5,2469,0
6.65,0.28,0.8,37.98,0.09,262,445,1.08,3.99,0.6,9.2,7,2612,1
7,0.31,0.31,9.1,0.036,45,140,0.99216,2.98,0.31,12,7,4130,0
13.62,0.15,1.45,26.92,0.2,93,429,1.03,3.34,0.65,10.03,7,4282,1
10.65,0.17,0.1,56.41,0.2,285,22,0.97,3.32,0.97,11.59,2,3116,1
6.2,0.36,0.32,4,0.036,44,92,0.98936,3.2,0.5,13.3,7,2419,0
6.5,0.34,0.28,1.8,0.041,43,188,0.9928,3.13,0.37,9.6,6,3879,0
6.3,0.26,0.42,7.1,0.045,62,209,0.99544,3.2,0.53,9.5,6,4873,0
7.3,0.24,0.39,3.6,0.024,35,116,0.9928,3.17,0.51,10.9,5,3430,0
13.1,0.13,1.67,35.82,0.17,86,269,1.0,3.18,1.12,14.9,6,3589,1
6.6,0.34,0.4,8.1,0.046,68,170,0.99494,3.15,0.5,9.53333333333333,6,1539,0
8,0.32,0.26,1.2,0.05,11.5,88,0.9946,3.24,0.37,9.5,4,2291,0
6.2,0.39,0.24,4.8,0.037,45,138,0.99174,3.23,0.43,11.2,7,4831,0
5.25,0.49,1.59,8.89,0.12,187,338,0.94,2.86,0.88,11.92,5,4807,1
6.3,0.13,0.42,1.1,0.043,63,146,0.99066,3.13,0.72,11.2,7,3401,0
10.39,0.44,0.27,63.66,0.03,232,250,0.96,3.71,0.32,13.7,6,2508,1
6.5,0.46,0.41,16.8,0.084,59,222,0.9993,3.18,0.58,9,5,4019,0
7.9,0.46,0.32,4.1,0.033,40,138,0.9912,3.18,0.44,12.8,7,3248,0
6.3,0.56,0.89,45.1,0.16,160,257,0.99,3.02,0.26,14.82,6,1929,1
13.91,0.37,1.72,31.12,0.17,60,350,1.04,2.67,0.67,8.24,9,4431,1
10.04,0.38,1.31,38.71,0.09,81,304,0.94,3.89,1.01,14.54,5,1151,1
7.54,0.97,0.52,9.14,0.35,201,457,1.03,3.79,0.44,8.73,6,1637,1
6.4,0.3,0.36,2,0.052,18,141,0.99273,3.38,0.53,10.5,6,1463,0
4.09,0.75,0.04,14.82,0.15,10,119,1.03,3.06,0.31,8.51,5,2150,1
14.09,0.2,0.72,21.49,0.3,24,327,1.0,3.83,0.78,8.74,2,4727,1
5.28,0.3,1.48,45.74,0.32,6,111,0.96,3.14,0.97,8.06,4,2586,1
6.3,0.19,0.29,2,0.022,33,96,0.98902,3.04,0.54,12.8,7,3397,0
5.7,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4,5,2388,0
5.9,0.13,0.52,27.82,0.32,259,44,0.95,2.78,0.43,13.18,8,4828,1
5.9,0.35,0.47,2.2,0.11,14,138,0.9932,3.09,0.5,9.1,5,1036,0
5.9,0.24,0.28,1.3,0.032,36,95,0.98889,3.08,0.64,12.9,7,4060,0
7.2,0.19,0.27,11.2,0.061,46,149,0.99772,2.99,0.59,9.3,6,1183,0
3.98,0.39,0.71,32.27,0.2,16,154,0.95,3.04,0.34,8.19,4,2088,1
4.66,0.32,0.16,34.61,0.05,156,264,0.95,3.52,0.92,12.73,10,1891,1
6.7,0.27,0.33,3.6,0.034,9,45,0.99144,3.08,0.4,10.5,6,2310,0
10.35,1.11,1.19,43.93,0.17,300,289,1.04,2.82,0.22,11.29,8,1459,1
7.1,0.2,0.3,0.9,0.019,4,28,0.98931,3.2,0.36,12,6,3661,0
7.1,0.64,0.49,1.8,0.05,17,128,0.9946,3.31,0.58,10.6,4,1509,0
7.8,0.2,0.2,1.4,0.036,25,83,0.99088,3.03,0.46,11.7,6,4349,0
8.2,0.36,0.29,7.6,0.035,37,122,0.9939,3.16,0.34,12,5,4316,0
5.8,0.15,0.32,1.2,0.037,14,119,0.99137,3.19,0.5,10.2,6,3536,0
13.64,0.75,0.97,40.8,0.08,233,58,1.04,3.32,0.79,12.99,7,1396,1
5.9,0.34,0.31,2,0.03,38,142,0.98892,3.4,0.41,12.9,7,4806,0
6.2,0.16,0.33,1.1,0.057,21,82,0.991,3.32,0.46,10.9,7,1991,0
5.9,0.37,0.1,1.6,0.057,39,128,0.9924,3.24,0.48,10.1,5,4804,0
6.4,0.33,0.24,9.8,0.041,29,109,0.9956,3.29,0.47,10.1,6,2201,0
14.13,0.45,1.47,35.27,0.07,289,24,1.08,3.94,1.01,12.85,4,1025,1
7,0.29,0.37,1.6,0.035,34,126,0.99058,3.26,0.47,12.3,6,2696,0
6.2,0.16,0.34,1.7,0.038,85,153,0.9909,3.33,0.86,12,7,1591,0
7.8,0.29,0.36,7,0.042,38,161,0.9941,3.26,0.37,11.2,8,4148,0
8.1,0.17,0.44,14.1,0.053,43,145,1.0006,3.28,0.75,8.8,8,2804,0
14.74,0.92,0.42,27.43,0.13,90,57,1.08,3.05,0.93,11.02,10,1739,1
7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6,3431,0
6.9,0.19,0.49,6.6,0.036,49,172,0.9932,3.2,0.27,11.5,6,1310,0
7,0.2,0.35,8.8,0.037,31,103,0.99388,3.13,0.49,11,6,4517,0
9.75,0.65,1.08,16.05,0.28,65,101,0.98,3.21,0.81,8.09,9,3635,1
7,0.14,0.32,9,0.039,54,141,0.9956,3.22,0.43,9.4,6,1455,0
9,0.38,0.53,2.1,0.102,19,76,0.99001,2.93,0.57,12.9,5,2544,0
10.41,0.39,1.39,44.22,0.34,89,357,0.98,2.63,0.88,8.37,9,4136,1
7.1,0.28,0.26,1.9,0.049,12,86,0.9934,3.15,0.38,9.4,5,2541,0
7.4,0.35,0.24,6,0.042,28,123,0.99304,3.14,0.44,11.3,5,1503,0
7.4,0.27,0.28,1.8,0.04,45,121,0.99043,3.02,0.4,11.9,5,2963,0
12.41,0.35,1.57,55.98,0.33,289,440,0.98,3.84,1.1,12.33,2,1423,1
6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,5,1468,0
8.9,0.21,0.37,1.2,0.028,20,93,0.99244,3.2,0.37,11.5,5,2510,0
6.6,0.2,0.38,7.9,0.052,30,145,0.9947,3.32,0.56,11,7,2233,0
14.19,0.52,0.48,30.36,0.11,284,269,1.02,2.79,1.09,7.69,8,4463,1
7.71,0.19,1.04,56.88,0.14,247,63,1.04,3.11,0.23,12.34,2,5035,1
5,0.61,0.12,1.3,0.009,65,100,0.9874,3.26,0.37,13.5,5,4034,0
7.8,0.67,0.34,50.94,0.33,152,49,1.04,3.71,0.32,13.15,2,3266,1
6.8,0.34,0.1,1.4,0.049,29,118,0.9936,3.21,0.41,9.5,5,1699,0
8.53,0.94,0.69,67.55,0.33,134,171,1.07,2.91,0.75,10.35,8,3114,1
5.7,0.27,0.16,9,0.053,32,111,0.99474,3.36,0.37,10.4,6,1032,0
4.61,0.43,0.54,19.43,0.1,263,422,1.09,2.8,0.99,11.3,7,1228,1
7.29,1.05,0.13,41.6,0.01,270,368,1.02,3.34,0.73,8.06,2,2149,1
10.39,0.21,0.88,21.33,0.08,291,457,1.08,2.86,1.08,7.98,3,3921,1
6.9,0.36,0.28,13.55,0.048,51,189,0.99782,3,0.6,9.5,7,2720,0
10.74,0.73,0.12,2.12,0.28,203,427,1.02,3.43,1.12,8.42,8,3227,1
6.4,0.15,0.29,1.8,0.044,21,115,0.99166,3.1,0.38,10.2,5,2559,0
8.5,0.16,0.33,1,0.076,17,57,0.9921,3.14,0.46,10.6,6,2698,0
7.1,0.34,0.32,2,0.051,29,130,0.99354,3.3,0.5,10.4,6,2953,0
11.34,0.32,1.25,66.28,0.08,204,241,0.98,3.12,0.48,7.78,8,1395,1
4.8,0.34,0,6.5,0.028,33,163,0.9939,3.36,0.61,9.9,6,4722,0
6,0.36,0.06,1.4,0.066,27,128,0.9934,3.26,0.55,9.3,5,3869,0
7.6,0.18,0.28,7.1,0.041,29,110,0.99652,3.2,0.42,9.2,6,3574,0
6.7,0.31,0.33,2,0.033,12,74,0.99064,3.29,0.65,12.5,6,1222,0
4.42,0.62,1.47,45.54,0.3,72,39,1.03,3.79,1.12,12.19,9,4161,1
7.12,0.93,1.24,39.79,0.2,23,182,1.01,3.85,0.82,13.9,4,4684,1
5.8,0.22,0.3,1.1,0.047,36,131,0.992,3.26,0.45,10.4,5,3763,0
5.2,0.36,0.02,1.6,0.031,24,104,0.9896,3.44,0.35,12.2,6,4329,0
6.8,0.23,0.29,15.4,0.073,56,173,0.9984,3.06,0.41,8.7,6,1758,0
6,0.14,0.37,1.2,0.032,63,148,0.99185,3.32,0.44,11.2,5,3913,0
10.65,0.43,0.54,43.91,0.21,13,403,1.01,3.81,0.92,13.74,5,949,1
7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,5,2545,0
8.4,0.19,0.43,2.1,0.052,20,104,0.994,2.85,0.46,9.5,5,3518,0
7.1,0.33,0.3,3.3,0.034,30,102,0.9912,3.08,0.31,12.3,7,1790,0
7.1,0.46,0.23,13.7,0.045,44,192,0.9981,3.11,0.53,9.4,5,1000,0
9.44,0.91,0.05,22.31,0.1,267,211,0.97,2.7,0.27,12.33,4,4827,1
7.2,0.35,0.34,12.4,0.051,6,37,0.9944,3.13,0.39,11.5,6,3779,0
13.71,0.95,0.57,10.21,0.16,97,68,1.01,3.89,1.1,9.48,6,3864,1
7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7,1471,0
14.32,0.34,0.69,7.59,0.14,171,132,1.03,2.8,0.59,13.07,2,3897,1
10.18,0.63,1.55,55.08,0.03,13,62,1.02,3.65,0.53,11.16,10,3072,1
7.5,0.17,0.37,1.5,0.06,18,75,0.9936,3.54,0.88,10.7,5,2802,0
5.6,0.19,0.27,0.9,0.04,52,103,0.99026,3.5,0.39,11.2,5,2854,0
4.06,0.9,0.36,30.62,0.09,34,364,1.06,2.7,0.66,10.49,10,1043,1
6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,6,4062,0
11.49,1.07,1.4,68.52,0.23,133,132,1.04,2.68,0.56,10.05,4,3515,1
13.8,0.92,0.75,58.3,0.17,267,70,0.94,3.81,0.21,13.42,10,4356,1
8.62,1.07,0.13,61.56,0.03,155,330,1.04,2.94,0.66,12.75,8,1840,1
6.1,0.28,0.32,2.5,0.042,23,218.5,0.9935,3.27,0.6,9.8,5,4813,0
7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1,7,3903,0
5.2,0.28,0.29,1.1,0.028,18,69,0.99168,3.24,0.54,10,6,3634,0
6.61,0.8,0.48,15.81,0.31,79,279,0.97,2.88,0.79,12.17,6,4027,1
10.15,0.52,0.5,56.77,0.19,75,424,0.97,3.7,0.47,9.65,6,1146,1
5.46,0.75,0.81,52.71,0.03,170,317,0.95,3.81,0.42,12.5,4,1502,1
13.74,0.38,0.94,49.95,0.17,282,428,1.09,3.72,0.21,14.61,6,1979,1
6.9,0.12,0.36,2.2,0.037,18,111,0.9919,3.41,0.82,11.9,8,3407,0
6.5,0.22,0.34,12,0.053,55,177,0.9983,3.52,0.44,9.9,6,4393,0
8.83,0.72,0.74,30.54,0.02,157,97,0.95,3.93,0.3,10.73,9,1923,1
6.4,0.17,0.34,1.5,0.093,43,136,0.9938,3.25,0.49,9.6,6,1872,0
6.4,0.35,0.28,1.1,0.055,9,160,0.99405,3.42,0.5,9.1,7,4590,0
5.4,0.22,0.35,6.5,0.029,26,87,0.99092,3.29,0.44,12.5,7,1294,0
6.9,0.25,0.4,1.3,0.038,22,101,0.9901,3.03,0.39,11.4,6,1137,0
14.35,0.22,0.54,41.95,0.01,90,91,0.97,2.63,0.82,9.7,8,3055,1
11.2,0.22,1.07,35.44,0.2,169,418,1.06,2.87,0.82,13.78,3,3344,1
7.1,0.24,0.34,1.2,0.045,6,132,0.99132,3.16,0.46,11.2,4,2717,0
6.9,0.58,0.58,8.2,0.032,29,169,0.99275,3.28,0.44,12.2,6,3596,0
6.45,0.12,1.1,7.72,0.29,147,166,1.03,3.05,0.58,7.6,3,2159,1
7.1,0.28,0.19,7.8,0.04,48,184,0.99579,3.16,0.5,9.4,5,4552,0
13.37,0.53,0.85,5.35,0.1,261,434,1.0,3.84,1.03,10.76,6,1677,1
5.9,0.28,0.34,3.6,0.04,50,194,0.9912,3.31,0.52,11.6,6,4834,0
7.1,0.31,0.47,13.6,0.056,54,197,0.9978,3.1,0.49,9.3,5,2946,0
5.7,0.16,0.32,1.2,0.036,7,89,0.99111,3.26,0.48,11,5,2017,0
9.2,1.15,0.38,51.81,0.26,77,185,1.06,3.8,0.9,10.72,7,3552,1
5.2,0.21,0.31,1.7,0.048,17,61,0.98953,3.24,0.37,12,7,3346,0
