fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,id,Noise
6.87,0.32,1.48,9.75,0.28,140,370,1.01,2.81,0.49,10.45,3,1660,1
5.7,0.2,0.3,2.5,0.046,38,125,0.99276,3.34,0.5,9.9,6,1373,0
9.72,0.54,0.07,2.26,0.28,285,185,0.98,3.82,0.42,10.35,7,4567,1
6.69,0.65,0.27,20.09,0.16,4,455,0.99,3.01,0.95,13.46,6,2661,1
4.64,0.26,0.4,16.73,0.35,57,280,1.02,3.61,1.01,8.43,5,4782,1
6.79,0.1,0.3,17.04,0.16,285,355,0.99,3.96,0.49,14.85,6,2064,1
12.33,0.08,0.91,24.84,0.12,113,389,0.98,2.97,1.13,9.84,3,2698,1
8.3,0.19,0.49,1.2,0.051,11,137,0.9918,3.06,0.46,11,6,2162,0
7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,5,1878,0
6.3,0.28,0.34,8.1,0.038,44,129,0.99248,3.26,0.29,12.1,6,2726,0
6.9,0.33,0.62,7.5,0.038,46,132,0.99143,3.23,0.43,13.4,7,1180,0
6.3,0.25,0.44,1.7,0.024,36,116,0.98935,3.18,0.4,12.5,6,1171,0
7.79,0.67,0.94,44.89,0.05,101,455,0.98,3.35,1.11,11.62,5,4304,1
7.1,0.22,0.33,2.8,0.033,48,153,0.9899,3.15,0.38,12.7,7,4466,0
8.83,0.14,0.59,66.74,0.03,260,230,1.07,2.91,0.59,10.81,2,1946,1
6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,6,4745,0
9.67,0.91,0.74,45.48,0.33,20,113,1.05,2.73,0.72,11.59,8,3754,1
4.7,0.455,0.18,1.9,0.036,33,106,0.98746,3.21,0.83,14,7,2200,0
4.97,0.61,1.17,35.83,0.33,81,48,1.05,3.69,0.5,9.27,5,2338,1
12.48,0.83,1.33,31.76,0.06,188,438,0.95,3.7,0.89,7.84,3,3632,1
9.2,0.15,0.68,1.6,0.046,22,130,0.9948,3.02,0.45,10.4,6,3043,0
6.3,0.27,0.18,7.7,0.048,45,186,0.9962,3.23,0.47,9,5,2381,0
10.71,0.44,0.7,52.4,0.26,80,240,1.04,3.48,0.86,11.92,4,3019,1
6.4,0.21,0.28,5.9,0.047,29,101,0.99278,3.15,0.4,11,6,3550,0
13.83,0.33,0.3,8.71,0.05,273,211,1.03,2.86,0.47,11.54,4,4364,1
9.6,0.77,0.38,56.43,0.01,201,256,1.03,2.93,0.27,10.96,5,4459,1
8.69,0.33,1.31,3.62,0.26,69,450,0.98,3.75,0.75,12.46,2,3328,1
6.8,0.33,0.3,2.1,0.047,35,147,0.9886,3.24,0.56,13.4,6,1080,0
7.7,0.17,0.52,5.9,0.017,21,84,0.9929,3.14,0.4,11.9,7,2736,0
6.7,0.16,0.36,2,0.045,24,131,0.99284,3.3,0.59,10.5,6,3004,0
13.55,0.09,0.1,58.08,0.29,286,419,1.0,3.31,0.92,14.43,5,3379,1
7.3,0.22,0.37,14.3,0.063,48,191,0.9978,2.89,0.38,9,6,3129,0
8.9,0.13,0.49,1,0.028,6,24,0.9926,2.91,0.32,9.9,5,4589,0
7.6,0.28,0.39,1.9,0.052,23,116,0.9941,3.25,0.4,10.4,6,4796,0
7.28,0.71,0.08,58.4,0.11,103,238,0.97,3.29,0.5,8.46,2,2011,1
6.8,0.19,0.71,17.5,0.042,21,114,0.99784,2.85,0.5,9.5,6,1357,0
4.78,0.22,0.81,14.25,0.14,264,329,1.05,3.94,0.61,10.1,7,972,1
6.3,0.26,0.21,4,0.03,24,125,0.9915,3.06,0.34,10.7,6,1428,0
7.1,0.17,0.38,7.4,0.052,49,182,0.9958,3.35,0.52,9.6,6,1207,0
7.7,0.28,0.35,15.3,0.056,31,117,0.9998,3.27,0.5,9.6,5,2039,0
11.61,0.53,1.1,2.35,0.19,91,173,1.01,3.61,0.25,10.91,10,1768,1
6.5,0.44,0.47,5.45,0.014,44,137,0.98984,3.13,0.32,13,8,3364,0
7.6,0.27,0.3,9.2,0.018,23,96,0.9938,3.08,0.29,11,6,2154,0
6.1,0.3,0.3,2.1,0.031,50,163,0.9895,3.39,0.43,12.7,7,1881,0
5.18,0.45,1.07,35.05,0.02,63,212,0.94,3.27,0.37,14.54,10,4793,1
6.2,0.3,0.2,6.6,0.045,42,170,0.9944,3.36,0.45,10.4,6,4452,0
7.1,0.25,0.28,1.6,0.052,46,169,0.9926,3.05,0.41,10.5,5,1669,0
4.26,0.31,0.87,62.58,0.06,191,360,1.04,3.43,0.64,12.01,4,5088,1
11.23,0.11,0.44,49.94,0.28,97,80,0.95,3.77,0.25,13.6,2,4521,1
7.21,0.41,1.0,40.45,0.29,89,204,1.06,3.07,0.63,12.4,9,1501,1
7.59,0.1,0.08,59.03,0.06,161,318,0.94,3.62,0.35,12.79,3,1724,1
6.8,0.19,0.58,14.2,0.038,51,164,0.9975,3.12,0.48,9.6,6,2021,0
5.2,0.38,0.26,7.7,0.053,20,103,0.9925,3.27,0.45,12.2,6,3410,0
5.8,0.15,0.31,5.9,0.036,7,73,0.99152,3.2,0.43,11.9,6,4708,0
7.2,0.24,0.28,1.9,0.032,30,92,0.9914,3.1,0.39,10.9,6,4782,0
7.5,0.35,0.48,12.4,0.056,61,176.5,0.99803,2.97,0.52,8.8,5,4563,0
7.6,0.29,0.26,6.5,0.042,32,160,0.9944,3.14,0.47,10.7,5,3261,0
11.17,0.54,1.37,53.21,0.12,72,389,0.94,3.91,1.11,10.74,9,4543,1
6.6,0.25,0.35,14,0.069,42,163,0.999,3.56,0.47,9.8,5,3959,0
12.92,0.89,1.34,56.74,0.02,282,28,1.05,3.86,0.81,8.13,5,4585,1
13.66,0.29,1.15,63.04,0.1,58,242,0.94,3.21,0.93,11.36,2,1497,1
7,0.17,0.31,4.8,0.034,34,132,0.9944,3.36,0.48,9.6,7,2630,0
6.6,0.26,0.46,6.9,0.047,59,183,0.99594,3.2,0.45,9.3,5,2287,0
8,0.36,0.39,1.6,0.024,26,93,0.99116,3.15,0.49,11.9,6,1879,0
5.6,0.2,0.36,2.5,0.048,16,125,0.99282,3.49,0.49,10,6,2794,0
7.7,0.28,0.33,6.7,0.037,32,155,0.9951,3.39,0.62,10.7,7,3645,0
5.8,0.33,0.2,16.05,0.047,26,166,0.9976,3.09,0.46,8.9,5,2947,0
7.4,0.105,0.34,12.2,0.05,57,146,0.9973,3.16,0.37,9,6,4482,0
5.77,0.22,0.06,44.91,0.21,80,222,1.03,3.03,0.97,8.45,4,4706,1
13.68,0.1,0.05,29.8,0.2,178,102,1.0,3.84,0.49,10.7,5,2739,1
6,0.52,0.33,7.7,0.046,24,119,0.99224,3.04,0.38,11,6,4050,0
6.74,1.04,1.28,5.82,0.17,230,395,1.09,3.23,1.11,11.96,3,5142,1
7.3,0.24,0.39,17.95,0.057,45,149,0.9999,3.21,0.36,8.6,5,1496,0
6.77,0.48,1.09,47.98,0.02,31,342,0.94,2.82,0.76,12.79,5,1441,1
6.7,0.31,0.31,4.9,0.031,20,151,0.9926,3.36,0.82,12,7,4751,0
6.2,0.26,0.37,7.1,0.047,54,201,0.99523,3.19,0.48,9.5,6,4187,0
6.7,0.41,0.27,2.6,0.033,25,85,0.99086,3.05,0.34,11.7,6,1941,0
7.5,0.38,0.29,12.7,0.05,25,209,0.9986,3.25,0.59,9.3,6,1988,0
9.19,0.73,1.24,31.73,0.11,283,453,1.0,2.8,1.06,14.0,7,2088,1
9.73,0.1,0.89,15.07,0.15,118,372,1.02,3.46,1.07,9.77,6,1297,1
7,0.35,0.17,1.1,0.049,7,119,0.99297,3.13,0.36,9.7,6,4370,0
5.28,0.38,1.1,50.49,0.08,245,190,1.04,3.07,0.83,10.2,6,5125,1
10.86,0.08,1.58,9.01,0.02,76,207,0.95,3.99,0.52,10.77,4,3400,1
6.7,0.23,0.33,1.8,0.036,23,96,0.9925,3.32,0.4,10.8,6,3535,0
7.5,0.17,0.71,11.8,0.038,52,148,0.99801,3.03,0.46,8.9,5,4278,0
4.34,0.23,0.9,26.76,0.03,50,93,0.99,3.4,0.85,8.85,6,2864,1
7,0.32,0.34,1.3,0.042,20,69,0.9912,3.31,0.65,12,7,2563,0
10.76,0.52,1.15,6.51,0.25,25,257,1.04,2.78,1.09,8.66,8,3455,1
7.5,0.2,0.47,16.9,0.052,51,188,0.99944,3.09,0.62,9.3,5,1481,0
6.9,0.28,0.41,1.7,0.05,10,136,0.993,3.16,0.71,11.4,6,1406,0
6.8,0.15,0.3,5.3,0.05,40,127,0.9942,3.4,0.39,9.7,6,4511,0
7.3,0.24,0.41,13.6,0.05,41,178,0.9988,3.37,0.43,9.7,5,2868,0
8.3,0.2,0.74,4.45,0.044,33,130,0.9924,3.25,0.42,12.2,6,2809,0
11.65,0.19,0.65,15.5,0.14,252,8,1.05,3.67,1.0,9.93,8,4366,1
10.94,0.2,1.46,43.67,0.35,201,330,1.02,2.72,1.11,12.63,9,4439,1
7.4,0.22,0.33,2,0.045,31,101,0.9931,3.42,0.55,11.4,5,2489,0
3.84,0.19,0.57,4.35,0.25,189,233,1.03,3.17,0.41,10.7,8,4087,1
11.5,0.72,0.48,34.68,0.15,282,59,0.98,3.69,0.56,12.17,7,2559,1
12.76,0.47,0.89,14.74,0.33,296,39,0.95,2.61,0.78,13.46,9,4775,1
11.08,0.51,1.54,9.43,0.16,89,109,1.02,2.99,0.73,8.78,2,3108,1
14.53,0.59,1.24,27.34,0.18,220,366,1.04,2.98,0.37,9.81,7,2753,1
