fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,id,Noise
5.7,0.21,0.32,1.6,0.03,33,122,0.99044,3.33,0.52,11.9,6,2319,0
7.1,0.32,0.29,4,0.038,33,170,0.99463,3.27,0.64,10.2,6,1540,0
6.8,0.24,0.34,4.6,0.032,37,135,0.9927,3.2,0.39,10.6,5,2093,0
7,0.24,0.34,3,0.035,36,102,0.9905,3.18,0.43,12.2,6,3678,0
7.6,0.67,0.14,1.5,0.074,25,168,0.9937,3.05,0.51,9.3,5,1429,0
7,0.31,0.26,7.4,0.069,28,160,0.9954,3.13,0.46,9.8,6,3560,0
7.6,0.18,0.36,2.4,0.049,38,123,0.996,3.6,0.46,10.3,5,2568,0
5.6,0.16,0.27,1.4,0.044,53,168,0.9918,3.28,0.37,10.1,6,4743,0
7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,6,1483,0
9.66,0.71,0.2,10.1,0.2,47,287,1.07,3.97,0.88,11.3,7,1574,1
9.7,0.14,0.59,1.5,0.049,23,142,0.9958,2.98,0.62,9.5,5,3802,0
5.9,0.13,0.28,1.9,0.05,20,78,0.9918,3.43,0.64,10.8,6,4289,0
9.62,0.94,0.03,16.58,0.31,91,421,0.95,3.48,0.27,10.76,5,5019,1
7.38,0.99,1.01,25.08,0.14,229,217,1.08,3.74,0.59,10.62,2,3864,1
8.3,0.2,0.74,4.45,0.044,33,130,0.9924,3.25,0.42,12.2,6,2809,0
5.3,0.3,0.3,1.2,0.029,25,93,0.98742,3.31,0.4,13.6,7,3736,0
3.96,0.42,0.45,37.29,0.14,73,82,1.08,2.85,0.51,8.12,9,2877,1
6.7,0.23,0.26,1.4,0.06,33,154,0.9934,3.24,0.56,9.5,6,1643,0
5.2,0.25,0.23,1.4,0.047,20,77,0.99001,3.32,0.62,11.4,5,1740,0
7.4,0.155,0.34,2.3,0.045,73.5,214,0.9934,3.18,0.61,9.9,7,1933,0
8.1,0.5,0.47,1.1,0.037,23,126,0.9938,3.21,0.42,10.9,5,1333,0
7.4,0.35,0.31,17.95,0.062,42,187,1.0002,3.27,0.64,9.1,5,2693,0
6.4,0.32,0.27,4.9,0.034,18,122,0.9916,3.36,0.71,12.5,6,4299,0
7.5,0.32,0.26,1.8,0.042,13,133,0.9938,3.07,0.38,9.5,5,2286,0
6.2,0.31,0.23,3.3,0.052,34,113,0.99429,3.16,0.48,8.4,5,1278,0
6.4,0.37,0.12,5.9,0.056,6,91,0.99536,3.06,0.46,8.4,4,2297,0
7.6,0.23,0.49,10,0.036,45,182,0.9967,3.08,0.58,9.6,6,3409,0
6.5,0.24,0.38,1,0.027,31,90,0.98926,3.24,0.36,12.3,6,3033,0
7.6,0.23,0.26,15.3,0.067,32,166,0.9986,3.03,0.44,9.2,4,1730,0
6.2,0.36,0.14,8.9,0.036,38,155,0.99622,3.27,0.5,9.4,5,1501,0
7.9,0.29,0.31,7.35,0.034,37,154,0.9938,3.06,0.31,10.8,5,3992,0
6.5,0.51,0.25,1.7,0.048,39,177,0.99212,3.28,0.57,10.5666666666667,5,2999,0
6.1,0.37,0.36,4.7,0.035,36,116,0.991,3.31,0.62,12.6,6,2672,0
6.6,0.35,0.19,10.5,0.06,15,82,0.99588,3.13,0.38,9.9,4,4788,0
7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,7,3680,0
7.6,0.56,0.12,10.4,0.096,22,177,0.9983,3.32,0.45,9.1,4,1651,0
6.1,0.35,0.24,2.3,0.034,25,133,0.9906,3.34,0.59,12,7,2371,0
6.8,0.28,0.6,1.1,0.132,42,127,0.9934,3.09,0.44,9.1,6,2615,0
6.4,0.32,0.35,4.8,0.03,34,101,0.9912,3.36,0.6,12.5,8,4135,0
14.41,0.52,0.22,25.18,0.33,259,295,1.04,3.68,0.26,7.88,2,3532,1
5.56,0.58,1.18,69.06,0.28,267,280,0.94,3.47,0.61,12.73,6,3373,1
6.5,0.18,0.34,1.6,0.04,43,148,0.9912,3.32,0.59,11.5,8,2163,0
8.4,0.17,0.31,6.7,0.038,29,132,0.9945,3.1,0.32,10.6,7,1168,0
6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,6,1331,0
3.99,1.08,0.96,52.7,0.24,298,251,0.97,3.7,0.26,12.83,3,1127,1
6.5,0.43,0.18,13.15,0.032,25,131,0.99565,3.23,0.51,10.7,5,3011,0
6.9,0.21,0.81,1.1,0.137,52,123,0.9932,3.03,0.39,9.2,6,4131,0
7,0.32,0.31,6.4,0.031,38,115,0.99235,3.38,0.58,12.2,7,2104,0
12.64,0.99,0.61,68.91,0.21,20,407,1.03,2.8,1.08,7.87,6,4645,1
6.4,0.15,0.29,1.8,0.044,21,115,0.99166,3.1,0.38,10.2,5,3023,0
5.4,0.22,0.29,1.2,0.045,69,152,0.99178,3.76,0.63,11,7,3638,0
5.6,0.2,0.36,2.5,0.048,16,125,0.99282,3.49,0.49,10,6,2794,0
6.3,0.26,0.21,4,0.03,24,125,0.9915,3.06,0.34,10.7,6,1428,0
6.7,0.24,0.32,9,0.023,20,109,0.99262,3.34,0.35,12.6,6,1517,0
6.4,0.24,0.25,20.2,0.083,35,157,0.99976,3.17,0.5,9.1,5,2678,0
12.29,1.11,0.36,51.29,0.2,23,440,1.04,2.9,0.87,9.7,5,2788,1
7.1,0.18,0.39,14.5,0.051,48,156,0.99947,3.35,0.78,9.1,5,3565,0
5.6,0.245,0.32,1.1,0.047,24,152,0.9927,3.12,0.42,9.3,6,4666,0
7.3,0.29,0.3,13,0.043,46,238,0.9986,3.06,0.41,8.7,6,4084,0
7.1,0.32,0.3,9.9,0.041,63,192,0.99642,3.12,0.49,10.2,6,4012,0
7.51,0.47,1.58,13.27,0.07,8,347,1.08,2.66,0.65,12.62,2,1905,1
5.56,0.34,1.43,54.57,0.28,211,129,1.02,3.65,1.01,7.79,9,3873,1
7.99,0.22,0.8,9.03,0.29,90,436,1.08,3.9,0.89,14.12,9,2474,1
7.5,0.22,0.29,4.8,0.05,33,87,0.994,3.14,0.42,9.9,5,4042,0
6.3,0.27,0.51,7.6,0.049,35,200,0.99548,3.16,0.54,9.4,4,2354,0
6.1,0.3,0.56,2.7,0.046,46,184,0.9924,3.31,0.57,10.9,6,1088,0
6.5,0.19,0.1,1.3,0.046,23,107,0.9937,3.29,0.45,10,5,1365,0
7,0.45,0.34,19.8,0.04,12,67,0.9976,3.07,0.38,11,6,2059,0
7.3,0.32,0.23,13.7,0.05,49,197,0.9985,3.2,0.46,8.7,5,2902,0
6.4,0.31,0.28,1.5,0.037,12,119,0.9919,3.32,0.51,10.4,7,2742,0
5.8,0.32,0.2,2.6,0.027,17,123,0.98936,3.36,0.78,13.9,7,1225,0
6.2,0.66,0.48,1.2,0.029,29,75,0.9892,3.33,0.39,12.8,8,2882,0
7.2,0.4,0.49,1.1,0.048,11,138,0.9929,3.01,0.42,9.3,5,4320,0
14.02,0.94,1.48,38.82,0.23,249,81,1.08,3.17,1.0,12.9,8,4139,1
7.3,0.28,0.43,1.7,0.08,21,123,0.9905,3.19,0.42,12.8,5,2826,0
7.8,0.43,0.49,13,0.033,37,158,0.9955,3.14,0.35,11.3,6,1094,0
7.4,0.3,0.22,5.25,0.053,33,180,0.9926,3.13,0.45,11.6,6,2910,0
6.7,0.46,0.27,5.2,0.039,35,96,0.99129,3.16,0.44,12.4,7,4379,0
6.6,0.39,0.39,11.9,0.057,51,221,0.99851,3.26,0.51,8.9,6,3530,0
6.4,0.13,0.28,0.9,0.045,32,87,0.99175,3.47,0.52,11.2,6,1998,0
6,0.39,0.13,1.2,0.042,60,172,0.99114,3.06,0.52,10.6,5,1757,0
6.8,0.25,0.18,1.4,0.056,13,137,0.9935,3.11,0.42,9.5,5,3017,0
7.3,0.3,0.74,13.5,0.039,46,165,0.9982,3.02,0.4,8.7,5,2931,0
6.6,0.27,0.3,1.9,0.025,14,153,0.9928,3.29,0.62,10.5,6,2118,0
7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7,6,1359,0
6.9,0.34,0.3,4.7,0.029,34,148,0.99165,3.36,0.49,12.3,7,1416,0
7.4,0.22,0.33,2,0.045,31,101,0.9931,3.42,0.55,11.4,5,2489,0
6.4,0.34,0.2,14.9,0.06,37,162,0.9983,3.13,0.45,9,4,4011,0
9.82,0.25,0.6,56.77,0.24,248,124,0.96,3.78,0.39,9.34,7,3191,1
6.7,0.42,0.46,9.7,0.054,67,234,0.99848,3.23,0.5,9,5,1762,0
6.6,0.28,0.23,10.4,0.049,45,190,0.99754,3.12,0.51,8.8,5,3943,0
8.9,0.33,0.34,1.4,0.056,14,171,0.9946,3.13,0.47,9.7,5,2670,0
7.7,0.28,0.35,15.3,0.056,31,117,0.9998,3.27,0.5,9.6,5,4498,0
6,0.34,0.66,15.9,0.046,26,164,0.9979,3.14,0.5,8.8,6,1025,0
5.8,0.39,0.47,7.5,0.027,12,88,0.9907,3.38,0.45,14,6,2508,0
12.93,0.31,1.01,50.97,0.06,250,135,0.99,3.8,0.56,11.49,3,3839,1
6,0.34,0.32,3.8,0.044,13,116,0.99108,3.39,0.44,11.8,7,1737,0
4.52,0.81,0.06,23.08,0.14,170,280,1.04,3.78,0.85,12.94,8,2770,1
7.2,0.08,0.49,1.3,0.05,18,148,0.9945,3.46,0.44,10.2,6,2788,0
7.2,0.26,0.3,2.1,0.033,50,158,0.9909,3.33,0.43,12.1,7,4264,0
8.9,0.13,0.49,1,0.028,6,24,0.9926,2.91,0.32,9.9,5,3156,0
5.8,0.345,0.15,10.8,0.033,26,120,0.99494,3.25,0.49,10,6,3800,0
7.8,0.2,0.2,1.4,0.036,25,83,0.99088,3.03,0.46,11.7,6,4349,0
7.3,0.23,0.24,0.9,0.031,29,86,0.98926,2.9,0.38,12.2,6,1190,0
7.1,0.16,0.36,1.2,0.043,21,90,0.9925,3.16,0.42,11,7,3502,0
7.1,0.47,0.24,6,0.044,11,77,0.9956,3.21,0.56,9.7,5,4309,0
13.3,0.11,0.46,42.63,0.2,94,283,0.97,3.91,0.29,14.41,4,4227,1
6.03,0.47,0.87,55.35,0.12,133,334,1.05,3.7,0.54,12.54,3,2272,1
12.01,0.17,0.28,29.21,0.24,302,316,1.03,3.64,0.44,12.92,4,2030,1
5.8,0.28,0.34,2.2,0.037,24,125,0.98986,3.36,0.33,12.8,8,3818,0
5.5,0.19,0.27,0.9,0.04,52,103,0.99026,3.5,0.39,11.2,5,4774,0
6.6,0.17,0.28,1.1,0.034,55,108,0.98939,3,0.52,11.9,7,1687,0
6.69,1.07,1.47,61.03,0.03,65,420,1.06,3.42,0.49,8.9,9,5031,1
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8,2462,0
7.2,0.4,0.24,8.5,0.055,45,151,0.99626,3.2,0.52,9.2,5,2126,0
8.4,0.58,0.27,12.15,0.033,37,116,0.9959,2.99,0.39,10.8,6,1657,0
6.3,0.43,0.32,8.8,0.042,18,106,0.99172,3.28,0.33,12.9,7,3315,0
7.8,0.24,0.38,2.1,0.058,14,167,0.994,3.21,0.55,9.9,5,1004,0
5.2,0.22,0.46,6.2,0.066,41,187,0.99362,3.19,0.42,9.73333333333333,5,1047,0
8.5,0.16,0.33,1,0.076,17,57,0.9921,3.14,0.46,10.6,6,2698,0
5.7,0.15,0.28,3.7,0.045,57,151,0.9913,3.22,0.27,11.2,6,3875,0
8.5,0.19,0.48,1.1,0.026,23,58,0.99184,2.9,0.5,10.5,6,3206,0
3.65,1.14,1.08,57.27,0.23,250,70,1.0,3.44,0.29,8.82,2,4249,1
5.8,0.27,0.4,1.2,0.076,47,130,0.99185,3.13,0.45,10.3,6,1223,0
7,0.17,0.31,4.8,0.034,34,132,0.9944,3.36,0.48,9.6,7,2630,0
12.66,0.87,0.12,55.74,0.32,147,38,1.08,3.04,0.91,8.78,3,1998,1
6.2,0.28,0.33,1.7,0.029,24,111,0.99,3.24,0.5,12.1,6,3651,0
5.5,0.16,0.26,1.5,0.032,35,100,0.99076,3.43,0.77,12,6,3803,0
6.8,0.705,0.25,3.2,0.048,10,57,0.996,3.36,0.52,9.5,4,2555,0
7,0.16,0.32,1.1,0.032,29,80,0.98972,3.23,0.36,12.1,6,3329,0
6.2,0.33,0.29,1.3,0.042,26,138,0.9956,3.77,0.64,9.5,5,1863,0
7.1,0.365,0.14,1.2,0.055,24,84,0.9941,3.15,0.43,8.9,5,1652,0
5.5,0.14,0.27,4.6,0.029,22,104,0.9949,3.34,0.44,9,5,3202,0
6.6,0.24,0.35,7.7,0.031,36,135,0.9938,3.19,0.37,10.5,5,3020,0
6.4,0.125,0.36,1.4,0.044,22,68,0.99014,3.15,0.5,11.7,7,3478,0
12.94,0.3,1.59,43.19,0.28,74,332,0.97,3.07,0.22,12.04,3,2570,1
7.65,0.2,0.41,4.36,0.18,218,139,0.98,2.79,0.86,9.5,7,4104,1
7.4,0.21,0.8,12.3,0.038,77,183,0.99778,2.95,0.48,9,5,1224,0
7.7,0.34,0.58,11.1,0.039,41,151,0.9978,3.06,0.49,8.6,5,3383,0
9.4,0.42,0.32,6.5,0.027,20,167,0.99479,3.08,0.43,10.6,5,4305,0
12.71,0.46,0.21,32.62,0.33,255,199,1.04,3.46,0.72,11.76,5,2704,1
5.7,0.25,0.22,9.8,0.049,50,125,0.99571,3.2,0.45,10.1,6,2645,0
6.9,0.22,0.43,6.4,0.042,34,115,0.99293,3.05,0.51,10.8,6,1608,0
14.53,0.64,1.06,7.28,0.32,255,287,1.05,3.48,0.4,13.02,9,4359,1
6.7,0.105,0.32,12.4,0.051,34,106,0.998,3.54,0.45,9.2,6,2430,0
6.8,0.25,0.28,5,0.035,42,126,0.99048,3.12,0.38,12.6,7,1265,0
6.8,0.16,0.36,1.3,0.034,32,98,0.99058,3.02,0.58,11.3,6,3758,0
